element_id,unique_id,category,family,type,name,btz_path_detectado,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,btz_description_31,btz_description_32,btz_description_33,btz_description_34,btz_description_35,btz_description_36,btz_description_37,btz_description_38,btz_description_39,btz_description_40,btz_description_41,btz_description_42,btz_description_43,btz_description_44,btz_description_45,btz_description_46,btz_description_47,btz_description_48,btz_description_49,btz_description_50,btz_description_51,btz_description_52,btz_description_53,btz_description_54,btz_description_55,btz_description_56,btz_description_57,btz_description_58,btz_description_59,btz_description_60,btz_description_61,btz_description_62,btz_description_63,btz_description_64,btz_description_65,btz_description_66,btz_description_67,btz_description_68,btz_description_69,btz_description_70,btz_description_71,btz_description_72,btz_description_73,btz_description_74,btz_description_75,btz_description_76,btz_description_77,btz_description_78,btz_description_79,btz_description_80,cantidad_btz_description_con_valor,slots_libres,cantidad_codigos_project_asignados_sugeridos
369188,460ebebf-e4ee-449a-900c-ab33de4c697f-0005a224,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-BEAN > P10-PRP-BHT-BH01 > P10-PRP-ART-BHART01 > P10-PRP-BSC-BHD01 > P10-PRP-VLV-BHA01 > P10-PRP-VLV-VSBH01 > P10-PRP-VLV-VGBH01N > P10-PRP-VLV-VGBH01S > P10-PRP-VNT-VE05 > P10-PRP-CCL-CVE05 > P10-PRP-VLV-VR05 > P10-PRP-BHT-BH02 > P10-PRP-ART-BHART02 > P10-PRP-BSC-BHD02 > P10-PRP-VLV-BHA02 > P10-PRP-VLV-VSBH02 > P10-PRP-VLV-VGBH02N > P10-PRP-VLV-VGBH02S > P10-PRP-VNT-VE06 > P10-PRP-CCL-CVE06 > P10-PRP-VLV-VR06 > P10-PRP-BHT-BH03 > P10-PRP-ART-BHART03 > P10-PRP-BSC-BHD03 > P10-PRP-VLV-BHA03 > P10-PRP-VLV-VSBH03 > P10-PRP-VLV-VGBH03N > P10-PRP-VLV-VGBH03S > P10-PRP-VNT-VE07 > P10-PRP-CCL-CVE07 > P10-PRP-VLV-VR07 > P10-PRP-BMB-BBH01 > P10-PRP-BMB-BBH02 > P10-PRP-SPR-SEPGOT,P10,P10-PRP-LGC-PREPARACION,P10-PRP-LGC-BEAN,P10-PRP-BHT-BH01,P10-PRP-ART-BHART01,P10-PRP-BSC-BHD01,P10-PRP-VLV-BHA01,P10-PRP-VLV-VSBH01,P10-PRP-VLV-VGBH01N,P10-PRP-VLV-VGBH01S,P10-PRP-VNT-VE05,P10-PRP-CCL-CVE05,P10-PRP-VLV-VR05,P10-PRP-BHT-BH02,P10-PRP-ART-BHART02,P10-PRP-BSC-BHD02,P10-PRP-VLV-BHA02,P10-PRP-VLV-VSBH02,P10-PRP-VLV-VGBH02N,P10-PRP-VLV-VGBH02S,P10-PRP-VNT-VE06,P10-PRP-CCL-CVE06,P10-PRP-VLV-VR06,P10-PRP-BHT-BH03,P10-PRP-ART-BHART03,P10-PRP-BSC-BHD03,P10-PRP-VLV-BHA03,P10-PRP-VLV-VSBH03,P10-PRP-VLV-VGBH03N,P10-PRP-VLV-VGBH03S,P10-PRP-VNT-VE07,P10-PRP-CCL-CVE07,P10-PRP-VLV-VR07,P10-PRP-BMB-BBH01,P10-PRP-BMB-BBH02,P10-PRP-SPR-SEPGOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,44,0
373540,1dd9711a-59af-4c3f-8b41-17903a787e86-0005b324,Modelos genéricos,Silodiario harina,Silodiario harina,Silodiario harina,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 > P10-PRL-VLV-VG04 > P10-PRL-VLV-VG05 > P10-PRL-VLV-VN1A > P10-PRL-VLV-VN1B,P10,P10-PRL-LGC-PRELIMPIEZA,P10-PRL-LGC-SILOS,P10-PRL-SLO-SLO1,P10-PRL-VLV-VG04,P10-PRL-VLV-VG05,P10-PRL-VLV-VN1A,P10-PRL-VLV-VN1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,72,0
373591,1dd9711a-59af-4c3f-8b41-17903a787e86-0005b357,Modelos genéricos,Silodiario harina1,Silodiario harina,Silodiario harina,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO2 > P10-PRL-VLV-VG06 > P10-PRL-VLV-VG07 > P10-PRL-VLV-VN2A > P10-PRL-VLV-VN2B,P10,P10-PRL-LGC-PRELIMPIEZA,P10-PRL-LGC-SILOS,P10-PRL-SLO-SLO2,P10-PRL-VLV-VG06,P10-PRL-VLV-VG07,P10-PRL-VLV-VN2A,P10-PRL-VLV-VN2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,72,0
376995,8accc226-fd17-4cff-b8d4-a22c3cd8ef0a-0005c0a3,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-REDLER,P10,P10-PRP-LGC-PREPARACION,P10-PRP-LGC-REDLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
377104,8accc226-fd17-4cff-b8d4-a22c3cd8ef0a-0005c110,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-REDLER > P10-PRP-RDL-R20A > P10-PRP-RDL-R20B > P10-PRP-RDL-R17 > P10-PRP-RDL-R05 > P10-PRP-RDL-R18 > P10-PRP-RDL-R07 > P10-PRP-RDL-R09 > P10-PRP-RDL-R10 > P10-PRP-RDL-R11 > P10-PRP-RDL-R12 > P10-PRP-RDL-R13 > P10-PRP-RDL-R14 > P10-PRP-RDL-R15 > P10-PRP-RDL-R16 > P10-PRP-RDL-R19 > P10-PRP-RDL-R20 > P10-PRP-RDL-R22 > P10-PRP-RDL-RD05 > P10-PRP-RDL-RZ04 > P10-PRP-RDL-RZ08,P10,P10-PRP-LGC-PREPARACION,P10-PRP-LGC-REDLER,P10-PRP-RDL-R20A,P10-PRP-RDL-R20B,P10-PRP-RDL-R17,P10-PRP-RDL-R05,P10-PRP-RDL-R18,P10-PRP-RDL-R07,P10-PRP-RDL-R09,P10-PRP-RDL-R10,P10-PRP-RDL-R11,P10-PRP-RDL-R12,P10-PRP-RDL-R13,P10-PRP-RDL-R14,P10-PRP-RDL-R15,P10-PRP-RDL-R16,P10-PRP-RDL-R19,P10-PRP-RDL-R20,P10-PRP-RDL-R22,P10-PRP-RDL-RD05,P10-PRP-RDL-RZ04,P10-PRP-RDL-RZ08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,57,0
377635,c5ee6896-39ff-4562-be63-4682b50c65ca-0005c323,Modelos genéricos,puert11,puert,puert,P10 > P10-HRN-LGC-HARINA > P10-HRN-FLT-FMHRN > P10-HRN-BRL-BRL3 > P10-HRN-RSC-HSF01 > P10-HRN-VLV-VR32 > P10-HRN-VNT-VE64 > P10-HRN-VNT-VE65,P10,P10-HRN-LGC-HARINA,P10-HRN-FLT-FMHRN,P10-HRN-BRL-BRL3,P10-HRN-RSC-HSF01,P10-HRN-VLV-VR32,P10-HRN-VNT-VE64,P10-HRN-VNT-VE65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,72,0
377655,c5ee6896-39ff-4562-be63-4682b50c65ca-0005c337,Modelos genéricos,puert12,puert,puert,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-ACS-TPRL,P10,P10-PRL-LGC-PRELIMPIEZA,P10-PRL-ACS-TPRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
377972,c5ee6896-39ff-4562-be63-4682b50c65ca-0005c474,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-GRL-LGC-EQUIPOS > P10-SRA-BMB-BO70 > P10-SRA-BMB-JOCKEY > P10-SRA-BMB-BOIN > P10-SRA-MTD-MDBOIN > P10-SRA-SLA-SALA > P10-SRA-VLV-VSBOIN > P10-GRL-SRN-SIRPRP > P10-SRA-TNQ-TKRED > P10-SRA-BMB-DOSIF,P10,P10-GRL-LGC-EQUIPOS,P10-SRA-BMB-BO70,P10-SRA-BMB-JOCKEY,P10-SRA-BMB-BOIN,P10-SRA-MTD-MDBOIN,P10-SRA-SLA-SALA,P10-SRA-VLV-VSBOIN,P10-GRL-SRN-SIRPRP,P10-SRA-TNQ-TKRED,P10-SRA-BMB-DOSIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,69,0
378146,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c522,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-DSC-LGC-DESCASCARADO > P10-DSC-LGC-ZARANDAS > P10-DSC-RSC-SF07 > P10-DSC-RSC-SF06 > P10-DSC-RSC-SF23 > P10-DSC-RSC-SF21 > P10-DSC-RSC-SF22 > P10-DSC-RSC-SF24 > P10-DSC-ZRN-Z01 > P10-DSC-ZRN-Z02 > P10-DSC-ZRN-Z03 > P10-DSC-ZRN-Z04 > P10-DSC-ZRN-Z05 > P10-DSC-ZRN-Z06,P10,P10-DSC-LGC-DESCASCARADO,P10-DSC-LGC-ZARANDAS,P10-DSC-RSC-SF07,P10-DSC-RSC-SF06,P10-DSC-RSC-SF23,P10-DSC-RSC-SF21,P10-DSC-RSC-SF22,P10-DSC-RSC-SF24,P10-DSC-ZRN-Z01,P10-DSC-ZRN-Z02,P10-DSC-ZRN-Z03,P10-DSC-ZRN-Z04,P10-DSC-ZRN-Z05,P10-DSC-ZRN-Z06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,65,0
378268,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c59c,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-DSC-LGC-DESCASCARADO > P10-DSC-LGC-QUEBRADORES > P10-DSC-QBR-Q11 > P10-DSC-QBR-QA11 > P10-DSC-QBR-Q12 > P10-DSC-QBR-QA12 > P10-DSC-QBR-Q13 > P10-DSC-QBR-QA13 > P10-DSC-QBR-Q14 > P10-DSC-QBR-QA14 > P10-DSC-QBR-Q15 > P10-DSC-QBR-QA15 > P10-DSC-QBR-Q16 > P10-DSC-QBR-QA16 > P10-DSC-QBR-Q17 > P10-DSC-QBR-QA17 > P10-DSC-QBR-Q18 > P10-DSC-QBR-QA18,P10,P10-DSC-LGC-DESCASCARADO,P10-DSC-LGC-QUEBRADORES,P10-DSC-QBR-Q11,P10-DSC-QBR-QA11,P10-DSC-QBR-Q12,P10-DSC-QBR-QA12,P10-DSC-QBR-Q13,P10-DSC-QBR-QA13,P10-DSC-QBR-Q14,P10-DSC-QBR-QA14,P10-DSC-QBR-Q15,P10-DSC-QBR-QA15,P10-DSC-QBR-Q16,P10-DSC-QBR-QA16,P10-DSC-QBR-Q17,P10-DSC-QBR-QA17,P10-DSC-QBR-Q18,P10-DSC-QBR-QA18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,61,0
378308,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c5c4,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-DSC-LGC-DESCASCARADO > P10-DSC-LGC-CONJUNTO > P10-DSC-ART-ARTVE68-69 > P10-DSC-VNT-VE68 > P10-DSC-CCL-CVE68 > P10-DSC-VLV-VR68 > P10-DSC-VNT-VE69 > P10-DSC-CCL-CVE69 > P10-DSC-VLV-VR69 > P10-DSC-CCC-CCC01 > P10-DSC-CCC-CCC02 > P10-DSC-CCC-CCC03 > P10-DSC-CCC-CCC04 > P10-DSC-CCC-CCC06 > P10-DSC-CCC-CCC07 > P10-DSC-CCC-CCC08 > P10-DSC-CCC-CCC09 > P10-DSC-CCC-CCC11 > P10-DSC-CCC-CCC12 > P10-DSC-CCC-CCC13 > P10-DSC-CCC-CCC14 > P10-DSC-CCC-CCC15 > P10-DSC-CCC-CCC16 > P10-DSC-CCC-CCC17 > P10-DSC-CCC-CCC18,P10,P10-DSC-LGC-DESCASCARADO,P10-DSC-LGC-CONJUNTO,P10-DSC-ART-ARTVE68-69,P10-DSC-VNT-VE68,P10-DSC-CCL-CVE68,P10-DSC-VLV-VR68,P10-DSC-VNT-VE69,P10-DSC-CCL-CVE69,P10-DSC-VLV-VR69,P10-DSC-CCC-CCC01,P10-DSC-CCC-CCC02,P10-DSC-CCC-CCC03,P10-DSC-CCC-CCC04,P10-DSC-CCC-CCC06,P10-DSC-CCC-CCC07,P10-DSC-CCC-CCC08,P10-DSC-CCC-CCC09,P10-DSC-CCC-CCC11,P10-DSC-CCC-CCC12,P10-DSC-CCC-CCC13,P10-DSC-CCC-CCC14,P10-DSC-CCC-CCC15,P10-DSC-CCC-CCC16,P10-DSC-CCC-CCC17,P10-DSC-CCC-CCC18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,54,0
378434,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c642,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-DSC-LGC-DESCASCARADO > P10-DSC-LGC-CONJUNTO > P10-DSC-ART-ARTVE12 > P10-DSC-ART-ARTVE13 > P10-DSC-VNT-VE12 > P10-DSC-CCL-CVE12 > P10-DSC-VLV-VR12 > P10-DSC-VNT-VE13 > P10-DSC-CCL-CVE13 > P10-DSC-VLV-VR13,P10,P10-DSC-LGC-DESCASCARADO,P10-DSC-LGC-CONJUNTO,P10-DSC-ART-ARTVE12,P10-DSC-ART-ARTVE13,P10-DSC-VNT-VE12,P10-DSC-CCL-CVE12,P10-DSC-VLV-VR12,P10-DSC-VNT-VE13,P10-DSC-CCL-CVE13,P10-DSC-VLV-VR13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,69,0
378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-GRL-LGC-CCM > P10-CCM-CCM-CLD > P10-CCM-AIR-AIRCLD > P10-CCM-CMP-AC > P10-CCM-CCM-PELL > P10-CCM-CCM-EXT > P10-CCM-AIR-AIREXT > P10-CCM-CCM-PRP > P10-CCM-AIR-AIRPRP,P10,P10-GRL-LGC-CCM,P10-CCM-CCM-CLD,P10-CCM-AIR-AIRCLD,P10-CCM-CMP-AC,P10-CCM-CCM-PELL,P10-CCM-CCM-EXT,P10-CCM-AIR-AIREXT,P10-CCM-CCM-PRP,P10-CCM-AIR-AIRPRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,70,0
378617,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c6f9,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-DSC-LGC-DESCASCARADO > P10-DSC-LGC-MOLINO > P10-DSC-BMB-BS02 > P10-DSC-CCL-CBS02 > P10-DSC-MLN-M05 > P10-DSC-ALM-MA05 > P10-DSC-RSC-MSF05 > P10-DSC-MLN-M06 > P10-DSC-ALM-MA06 > P10-DSC-RSC-MSF06 > P10-DSC-RSC-SF15 > P10-DSC-VLV-VR17 > P10-DSC-VLV-VR15A,P10,P10-DSC-LGC-DESCASCARADO,P10-DSC-LGC-MOLINO,P10-DSC-BMB-BS02,P10-DSC-CCL-CBS02,P10-DSC-MLN-M05,P10-DSC-ALM-MA05,P10-DSC-RSC-MSF05,P10-DSC-MLN-M06,P10-DSC-ALM-MA06,P10-DSC-RSC-MSF06,P10-DSC-RSC-SF15,P10-DSC-VLV-VR17,P10-DSC-VLV-VR15A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,66,0
378728,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c768,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-DSC-LGC-DESCASCARADO > P10-DSC-LGC-REDLER > P10-DSC-RDL-R33 > P10-DSC-RDL-R34 > P10-DSC-RDL-R35 > P10-DSC-RDL-R36,P10,P10-DSC-LGC-DESCASCARADO,P10-DSC-LGC-REDLER,P10-DSC-RDL-R33,P10-DSC-RDL-R34,P10-DSC-RDL-R35,P10-DSC-RDL-R36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,73,0
380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES > P10-HRN-BTD-BA01 > P10-HRN-RSC-SFBA01 > P10-HRN-RSC-BAA01 > P10-HRN-BTD-BA02 > P10-HRN-RSC-SFBA02 > P10-HRN-RSC-BAA02 > P10-HRN-BTD-BA03 > P10-HRN-RSC-SFBA03 > P10-HRN-RSC-BAA03 > P10-HRN-BTD-BA04 > P10-HRN-RSC-SFBA04 > P10-HRN-RSC-BAA04 > P10-HRN-BTD-BA05 > P10-HRN-RSC-SFBA05 > P10-HRN-RSC-BAA05,P10,P10-HRN-LGC-HARINA,P10-HRN-LGC-TAMIZADORES,P10-HRN-BTD-BA01,P10-HRN-RSC-SFBA01,P10-HRN-RSC-BAA01,P10-HRN-BTD-BA02,P10-HRN-RSC-SFBA02,P10-HRN-RSC-BAA02,P10-HRN-BTD-BA03,P10-HRN-RSC-SFBA03,P10-HRN-RSC-BAA03,P10-HRN-BTD-BA04,P10-HRN-RSC-SFBA04,P10-HRN-RSC-BAA04,P10-HRN-BTD-BA05,P10-HRN-RSC-SFBA05,P10-HRN-RSC-BAA05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,62,0
380565,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce95,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-HRN-LGC-HARINA > P10-HRN-FLT-FMHRN,P10,P10-HRN-LGC-HARINA,P10-HRN-FLT-FMHRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-NORIAS > P10-HRN-NOR-N03 > P10-HRN-NOR-N04 > P10-HRN-NOR-N05 > P10-HRN-MNL-NML05,P10,P10-HRN-LGC-HARINA,P10-HRN-LGC-NORIAS,P10-HRN-NOR-N03,P10-HRN-NOR-N04,P10-HRN-NOR-N05,P10-HRN-MNL-NML05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,73,0
380971,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005d02b,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-TRAT > P10-SRV-BMB-BO > P10-SRV-IBC-TRAT,P10,P10-SRV-LGC-SERVICIOS,P10-SRV-LGC-TRAT,P10-SRV-BMB-BO,P10-SRV-IBC-TRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,75,0
381172,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005d0f4,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-GRL-LGC-EQUIPOS > P10-APR-APA02 > P10-APR-APA04 > P10-APR-APA03 > P10-APR-APA01 > P10-APR-APA05 > P10-TLLM-GND-GND01 > P10-PRP-PRC-PERCHA,P10,P10-GRL-LGC-EQUIPOS,P10-APR-APA02,P10-APR-APA04,P10-APR-APA03,P10-APR-APA01,P10-APR-APA05,P10-TLLM-GND-GND01,P10-PRP-PRC-PERCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,71,3
384012,e0118a5a-e983-4b93-852f-e273cc5f6243-0005dc0c,Modelos genéricos,Biodiesel10,Biodiesel,Biodiesel,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SRECUP > P10-PRL-VLV-VR19,P10,P10-PRL-LGC-PRELIMPIEZA,P10-PRL-LGC-SILOS,P10-PRL-SLO-SRECUP,P10-PRL-VLV-VR19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,75,0
384750,3ade3506-4f84-4896-9589-30d81e40c276-0005deee,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-TRATAMIENTO > P10-SRV-ABL-AA01 > P10-SRV-ABL-AA02 > P10-SRV-BMB-BOABLN > P10-SRV-BMB-BOABLS > P10-SRV-BMB-BO > P10-SRV-TNQ-TKSALMUERA > P10-SRV-TNQ-TKSALERO,P10,P10-SRV-LGC-SERVICIOS,P10-SRV-LGC-TRATAMIENTO,P10-SRV-ABL-AA01,P10-SRV-ABL-AA02,P10-SRV-BMB-BOABLN,P10-SRV-BMB-BOABLS,P10-SRV-BMB-BO,P10-SRV-TNQ-TKSALMUERA,P10-SRV-TNQ-TKSALERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,70,0
385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-BTD-BA06 > P10-PRL-RSC-SF20 > P10-PRL-DSP-DSP01 > P10-PRL-ALM-M3DP > P10-PRL-ALM-M2DP > P10-PRL-VLV-VR36 > P10-PRL-RSC-SF19 > P10-PRL-VNT-M1DP > P10-PRL-RSC-SF16,P10,P10-PRL-LGC-PRELIMPIEZA,P10-PRL-LGC-MERMA,P10-PRL-BTD-BA06,P10-PRL-RSC-SF20,P10-PRL-DSP-DSP01,P10-PRL-ALM-M3DP,P10-PRL-ALM-M2DP,P10-PRL-VLV-VR36,P10-PRL-RSC-SF19,P10-PRL-VNT-M1DP,P10-PRL-RSC-SF16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,68,0
385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES > P10-PRL-MLT-ASP1 > P10-PRL-ALM-AS01A > P10-PRL-ALM-AS01B > P10-PRL-VNT-VE01 > P10-PRL-CCL-CVE01 > P10-PRL-VLV-VR01 > P10-PRL-MLT-ASP2 > P10-PRL-ALM-AS02A > P10-PRL-ALM-AS02B > P10-PRL-VNT-VE02 > P10-PRL-CCL-CVE02 > P10-PRL-VLV-VR02 > P10-PRL-MLT-ASP3 > P10-PRL-ALM-AS03A > P10-PRL-ALM-AS03B > P10-PRL-VNT-VE03 > P10-PRL-CCL-CVE03 > P10-PRL-VLV-VR03 > P10-PRL-RSC-SF08,P10,P10-PRL-LGC-PRELIMPIEZA,P10-PRL-LGC-MULTIASPIRADORES,P10-PRL-MLT-ASP1,P10-PRL-ALM-AS01A,P10-PRL-ALM-AS01B,P10-PRL-VNT-VE01,P10-PRL-CCL-CVE01,P10-PRL-VLV-VR01,P10-PRL-MLT-ASP2,P10-PRL-ALM-AS02A,P10-PRL-ALM-AS02B,P10-PRL-VNT-VE02,P10-PRL-CCL-CVE02,P10-PRL-VLV-VR02,P10-PRL-MLT-ASP3,P10-PRL-ALM-AS03A,P10-PRL-ALM-AS03B,P10-PRL-VNT-VE03,P10-PRL-CCL-CVE03,P10-PRL-VLV-VR03,P10-PRL-RSC-SF08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,58,0
385416,3ade3506-4f84-4896-9589-30d81e40c276-0005e188,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-REDLER,P10,P10-PRL-LGC-PRELIMPIEZA,P10-PRL-LGC-REDLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
385436,3ade3506-4f84-4896-9589-30d81e40c276-0005e19c,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-REDLER,P10,P10-PRL-LGC-PRELIMPIEZA,P10-PRL-LGC-REDLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
385885,905be7f4-0c46-42ea-a443-0fdea469e6f3-0005e35d,Modelos genéricos,Generic Models 15,Generic Models 2,Generic Models 2,P10 > P10-HRN-LGC-HARINA > P10-HRN-CNT-C04 > P10-HRN-VLV-VGG01 > P10-HRN-VLV-VGH01,P10,P10-HRN-LGC-HARINA,P10-HRN-CNT-C04,P10-HRN-VLV-VGG01,P10-HRN-VLV-VGH01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,75,0
