element_id_contenedor,unique_id_contenedor,btz_path_contenedor,codigo_project,descripcion_project,slots_libres,cantidad_hijos_asignados,motivo_omision
367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01 > P10-HRN-RSC-EGSF01 > P10-HRN-RSC-EGSF02 > P10-HRN-RSC-EGSF03 > P10-HRN-RSC-EGSF04 > P10-HRN-VNT-VE27 > P10-HRN-CCL-CVE27 > P10-HRN-VLV-VR20 > P10-HRN-VNT-VE28 > P10-HRN-CCL-CVE28 > P10-HRN-VLV-VR21 > P10-HRN-VNT-VE29 > P10-HRN-CCL-CVE29 > P10-HRN-VLV-VR22 > P10-HRN-VNT-VE30 > P10-HRN-CCL-CVE30 > P10-HRN-VLV-VR23 > P10-HRN-VNT-VE31 > P10-HRN-CCL-CVE31 > P10-HRN-VLV-VR24 > P10-HRN-VNT-VE32 > P10-HRN-CCL-CVE32 > P10-HRN-VLV-VR25 > P10-HRN-VNT-VE33 > P10-HRN-CCL-CVE33 > P10-HRN-VLV-VR26 > P10-HRN-VNT-VE34 > P10-HRN-CCL-CVE34 > P10-HRN-VLV-VR27 > P10-HRN-VNT-VE39 > P10-HRN-ART-ARTVE39 > P10-HRN-VNT-VE40 > P10-HRN-ART-ARTVE40 > P10-HRN-VNT-VE41 > P10-HRN-ART-ARTVE41 > P10-HRN-VNT-VE42 > P10-HRN-ART-ARTVE42 > P10-HRN-VNT-VE43 > P10-HRN-ART-ARTVE43 > P10-HRN-VNT-VE44 > P10-HRN-ART-ARTVE44 > P10-HRN-VNT-VE45 > P10-HRN-ART-ARTVE45 > P10-HRN-VNT-VE46 > P10-HRN-ART-ARTVE46 > P10-HRN-VNT-VE47 > P10-HRN-ART-ARTVE47 > P10-HRN-VNT-VE48 > P10-HRN-ART-ARTVE48 > P10-HRN-VNT-VE49 > P10-HRN-ART-ARTVE49 > P10-HRN-VNT-VE50 > P10-HRN-ART-ARTVE50 > P10-HRN-VNT-VE51 > P10-HRN-ART-ARTVE51 > P10-HRN-VNT-VE52 > P10-HRN-ART-ARTVE52 > P10-HRN-VNT-VE53 > P10-HRN-ART-ARTVE53 > P10-HRN-VNT-VE54 > P10-HRN-ART-ARTVE54 > P10-HRN-VNT-VE55 > P10-HRN-ART-ARTVE55 > P10-HRN-VNT-VE56 > P10-HRN-ART-ARTVE56 > P10-HRN-VNT-VE57 > P10-HRN-ART-ARTVE57 > P10-HRN-VNT-VE58 > P10-HRN-ART-ARTVE58 > P10-HRN-VNT-VE59 > P10-HRN-ART-ARTVE59 > P10-HRN-VNT-VE60 > P10-HRN-ART-ARTVE60 > P10-HRN-VNT-VE61 > P10-HRN-ART-ARTVE61 > P10-HRN-VNT-VE62 > P10-HRN-ART-ARTVE62 > P10-HRN-VNT-VE63,P10-HRN-ART-ARTVE63,AEROTERMO DE VENTILADOR VE63,0,1,asociado_por_csv_externo_sin_slot_disponible
