codigo_activo_excel,descripcion_excel,codigo_padre_excel,grupo_activos,area,criticalidad,sector_raiz_codigo,sector_codigo_derivado,sector_nombre_derivado,nivel_profundidad,es_raiz_sector,es_lgc,es_hoja,cantidad_hijos,incluir_en_catalogo_manual,motivo_exclusion
PR-AGR-RSC-SA06,ROSCA SA-6,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA06,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA07,ROSCA SA-7,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA07,PLANTA RICARDONE,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA10,ROSCA SA-10 <>,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA10,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA11,ROSCA SA-11,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA11,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA12,ROSCA SA-12,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA12,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA13,ROSCA SA-13,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA13,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA14,ROSCA SA-14,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA14,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA15,ROSCA SA-15,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA15,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA19,ROSCA SA-19,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA19,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA20,ROSCA SA-20,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA20,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA21,ROSCA SA-21,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA21,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA26,ROSCA SA-26 <COLEC. GRUESO ZARANDA CR>,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA26,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA27,ROSCA SA-27 <COLEC. FINO ZARANDA CR>,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA27,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA28,ROSCA SA-28,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA28,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-RSC-SA29,ROSCA SA-29,PR-AGR-LGC-ROSCAS,PR-AGR-RSC-SA29,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-SAP-MLN,SISTEMA DE ASPIRACION MOLINOS,PR-AGR-LGC-REPROCESO,PR-SAP MLN,PTA RIC - R9 RA,A,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,1,NO,NO,NO,9,,
PR-AGR-SCD-RES,SECADOR DE RESIDUOS,PR-AGR-LGC-REPROCESO,PR-SCD RES,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,1,NO,NO,NO,1,,
PR-AGR-SIS-SPLE1,LINEA DE SOPLADO,PR-AGR-LGC-REPROCESO,PR-SIS SPL,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,1,NO,NO,NO,2,,
PR-AGR-SLO-14V,SILO DEP. VERTICAL SV-14 <L/SUR>,PR-AGR-LGC-SILOS,PR-SLO,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-SLO-15V,SILO DEP. VERTICAL SV-15 <L/NORTE>,PR-AGR-LGC-SILOS,PR-SLO,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-TLV-2INT,TOLVA PORTATIL 2,PR-AGR-LGC-REPROCESO,PR-TLV PRT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,1,NO,NO,SI,0,,
PR-AGR-TLV-3EXT,TOLVA PORTATIL 3,PR-AGR-LGC-REPROCESO,PR-TLV PRT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,1,NO,NO,SI,0,,
PR-AGR-TNQ-D05,TANQUE DEPOSITO Nº 5,PR-AGR-LGC-TANQUES,PR-TNQ,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-TNQ-D06,TANQUE DEPOSITO Nº 6,PR-AGR-LGC-TANQUES,PR-TNQ,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VLV-A11,VALVULA ROTATIVA Nº 11,PR-AGR-SAP-MLN,PR-VLV ROT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VLV-A15,VALVULA ROTATIVA Nº 15,PR-AGR-SAP-MLN,PR-VLV ROT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VLV-A19,VALVULA ROTATIVA Nº 19,PR-AGR-SAP-MLN,PR-VLV ROT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VLV-A25,VALVULA ROTATIVA Nº 25,PR-AGR-SAP-MLN,PR-VLV ROT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VLV-A27,VALVULA ROTATIVA Nº 27,PR-AGR-SAP-MLN,PR-VLV ROT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VLV-A31,VALVULA ROTATIVA Nº 31,PR-AGR-SAP-MLN,PR-VLV ROT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VLV-A35,VALVULA ROTATIVA Nº 35,PR-AGR-SAP-MLN,PR-VLV ROT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VLV-AG22,VALVULA ROTATIVA.Nº 22,PR-AGR-SIS-SPLE1,PR-VLV ROT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VLV-AG23,VALVULA ROTATIVA Nº 23,PR-AGR-SIS-SPLE1,PR-VLV ROT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VNT-A28,VENTILADOR Nº 28 <N>,PR-AGR-SAP-MLN,PR-VNT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VNT-A29,VENTILADOR Nº 29 <S>,PR-AGR-SAP-MLN,PR-VNT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VNT-SRE,VENTILADOR SECADOR RESIDUO,PR-AGR-SCD-RES,PR-VNT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,2,NO,NO,SI,0,,
PR-AGR-VNT-STB,VENTILADOR PRESURIZADOR,PR-AGR-LGC-REPROCESO,PR-VNT,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,1,NO,NO,SI,0,,
PR-AGR-ZRN-CLR,ZARANDA CLASIFICADORA DE RESIDUO,PR-AGR-LGC-REPROCESO,PR-ZRN CLR,PTA RIC - R9 RA,B,PR-AGR-LGC-REPROCESO,AGR,REPROCESO,1,NO,NO,SI,0,,
PR-ALM-ATL-TYT6,AUTOELEVADOR TOYOTA Nº 6,PR-ALM-LOG-ALMACEN RICARDONE,PR-ALM-ATL-TYT6,PTA RIC RC,B,PR-ALM-LOG-ALMACEN RICARDONE,ALM,ALMACEN RICARDONE,1,NO,NO,SI,0,,
PR-ALM-ATL-TYT7,AUTOELEVADOR TOYOTA Nº 7,PR-ALM-LOG-ALMACEN RICARDONE,PR-ALM-ATL-TYT7,PTA RIC RC,B,PR-ALM-LOG-ALMACEN RICARDONE,ALM,ALMACEN RICARDONE,1,NO,NO,SI,0,,
PR-ALM-ATL-YAL3,AUTOELEVADOR YALE Nº3 VERACITOR 55VX (GDP055VXYYSV096),PR-ALM-LOG-ALMACEN RICARDONE,PR-ALM-ATL-YAL3,PTA RIC RC,B,PR-ALM-LOG-ALMACEN RICARDONE,ALM,ALMACEN RICARDONE,1,NO,NO,SI,0,,
PR-ALM-LOG-ALMACEN RICARDONE,LOGICO ALMACEN RICARDONE,PLANTA RICARDONE,PR-SECTOR,PTA RIC - R6,C,PR-ALM-LOG-ALMACEN RICARDONE,ALM,ALMACEN RICARDONE,0,SI,NO,NO,3,,
PR-CCM-CCM- CELDA 16,CCM CELDA 16,PR-CCM-LGC-PLYMP,PR-CCM-CCM- CELDA 16,PTA RIC - R8 RM,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,NO,1,,
PR-CCM-CCM-BBS EFLTS,CCM BOMBEO DE EFLUENTES,PR-CCM-LGC-PLYMP,PR-CCM-CCM-BBS EFLTS,PTA RIC - R8 RR,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-CCM-DSA1,CCM DESCASCARADORA DE ALGODÓN,PR-CCM-LGC-CCM,PR-CCM-CCM-DSA1,PTA RIC - R5 RS,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-EFLTS,CCM TRATAMIENTO DE EFLUENTES,PR-CCM-LGC-CCM,PR-CCM-CCM-EFLUENTES,PTA RIC - R5 RR,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-EXT1,CCM EXTRACCION 1,PR-CCM-LGC-CCM,PR-CCM-CCM-EXT1,PTA RIC - R3 RA,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-EXT2,CCM EXTRACCION 2,PR-CCM-LGC-CCM,PR-CCM-CCM-EXT2,PTA RIC - R4 RA,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,NO,2,,
PR-CCM-CCM-FLT1,CCM FILTRO ELECTROESTATICO,PR-CCM-LGC-VAPOR1,PR-CCM-CCM-FLT1,PTA RIC - R1 RR,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-CCM-HRN1,CCM HARINA 1,PR-CCM-LGC-CCM,PR-CCM-CCM-HRN1,PTA RIC - R5 RT,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-LNT,CCM LINTER,PR-CCM-LGC-CCM,PR-CCM-CCM-LNT,PTA RIC - R5,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-PDA,CCM PLANTA DE AGUA,PR-CCM-LGC-CCM,PR-CCM-CCM-PLANTA DE AGUA,PTA RIC - R2 RR,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-PLPZ1,CCM PRELIMPIEZA LINEA 1,PR-CCM-LGC-CCM,PR-CCM-CCM-PLPZ1,PTA RIC - R2 RT,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-PLPZ2,CCM PRELIMPIEZA LINEA 2,PR-CCM-LGC-CCM,PR-CCM-CCM-PLPZ2,PTA RIC - R2 RT,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-PRP1,CCM PREPARACION LINEA 1,PR-CCM-LGC-CCM,PR-CCM-CCM-PRP1,PTA RIC - R2,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,NO,3,,
PR-CCM-CCM-PRP2,CCM PREPARACION LINEA 2,PR-CCM-LGC-CCM,PR-CCM-CCM-PRP2,PTA RIC - R2 RS,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-PRP3,CCM PREPARACION LINEA 3,PR-CCM-LGC-CCM,PR-CCM-CCM-PRP3,PTA RIC - R5,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-RD INCDO,CCM RED DE INCENDIO,PR-CCM-LGC-CCM,PR-CCM-CCM-RD INCDO,PTA RIC - R6 RR,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-SCCN 4,CCM SECCION 4,PR-CCM-LGC-CCM,PR-CCM-CCM-SCCN 4,PTA RIC - R9 RA,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-SILO 1 2 Y 3,"CCM SILO 1, 2 Y 3",PR-CCM-LGC-PLYMP,PR-CCM-CCM-SILO 1 2 Y 3,PTA RIC - R9 RV,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-CCM-SILO 10,CCM SILO 10,PR-CCM-LGC-PLYSP,PR-CCM-CCM-SILO 10,PTA RIC - R9 RM,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-CCM-SILO 11,CCM SILO 11,PR-CCM-LGC-PLYSP,PR-CCM-CCM-SILO 11,PTA RIC - R9 RM,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-CCM-SILO 12,CCM SILO 12,PR-CCM-LGC-PLYMP,PR-CCM-CCM-SILO 12,PTA RIC - R9 RV,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-CCM-SILO 13,CCM SILO 13,PR-CCM-LGC-PLYMP,PR-CCM-CCM-SILO 13,PTA RIC - R7 RM,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-CCM-SILO 8 Y 9,CCM SILO 8 Y 9,PR-CCM-LGC-PLYSP,PR-CCM-CCM-SILO 8 Y 9,PTA RIC - R9 RM,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-CCM-SILOS CH,CCM SILOS CHIEF,PR-CCM-LGC-PLYMP,PR-CCM-CCM-SILOS CH,PTA RIC - R7 RM,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,NO,1,,
PR-CCM-CCM-SILOS KW,CCM SILOS KEPLER WEBER,PR-CCM-LGC-PLYMP,PR-CCM-CCM-SILOS KW,PTA RIC - R7 RM,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-CCM-TRREXT2,CCM TORRES DE ENF. EXTRACCION 2,PR-CCM-LGC-CCM,PR-CCM-CCM-TRREXT2,PTA RIC - R3 RA,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,NO,SI,0,,
PR-CCM-CCM-VPR1,CCM VAPOR 1,PR-CCM-LGC-VAPOR1,PR-CCM-CCM-VPR1,PTA RIC - R1 RR,A,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,NO,1,,
PR-CCM-CCM-VPR2,CCM VAPOR 2,PR-CCM-LGC-VAPOR2,PR-CCM-CCM-VPR2,PTA RIC - R4 RR,A,PR-CCM-CCM-VPR2,CCM,CCM VAPOR 2,0,SI,NO,SI,0,,
PR-CCM-LGC-CCM,LOGICO CENTRO CONTROL DE MOTORES (CCM),PLANTA RICARDONE,PR-SECTOR,PTA RIC - R6,C,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),0,SI,SI,NO,18,,
PR-CCM-LGC-PLYMP,LOGICO CCM PLAYA Y MATERIA PRIMA,PR-CCM-LGC-CCM,PR-LOGICO,PTA RIC - R9 RM,C,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,SI,NO,7,,
PR-CCM-LGC-PLYSP,LOGICO CCM PLAYA Y SUBPRODUCTO,PR-CCM-LGC-CCM,PR-LOGICO,PTA RIC - R7 RM,C,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,SI,NO,3,,
PR-CCM-LGC-VAPOR1,LOGICO CCM VAPOR 1,PR-CCM-LGC-CCM,PR-LOGICO,PTA RIC - R1 RR,C,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),1,NO,SI,NO,2,,
PR-CCM-VNT-SCI,VENTILADOR SALA CAPACITORES INFERIOR,PR-CCM-CCM-PRP1,PR-CCM-VNT-SCI,PTA RIC - R1 RR,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-VNT-ST1,VENTILADOR 1 <SALA TABLERO> EXT2,PR-CCM-CCM-EXT2,PR-EXT2-VNT-ST1,PTA RIC - R3 RA,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-VNT-ST2,VENTILADOR 2 <SALA TABLERO> EXT2,PR-CCM-CCM-EXT2,PR-EXT2-VNT-ST2,PTA RIC - R3 RA,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-VNT-TBL1,VENTILADOR AIREACION EXTERIOR TABLERO,PR-CCM-CCM-PRP1,PR-CCM-VNT-TBL1,PTA RIC - R1 RP,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-VNT-TEXL1,VENTILADOR EXTRACTOR TABLERO,PR-CCM-CCM-PRP1,PR-CCM-VNT-TEXL1,PTA RIC - R2 RA,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),2,NO,NO,SI,0,,
PR-CCM-VNT-TSCH,VENT. TABLERO CCM SILOS CHIEF,PR-CCM-CCM-SILOS CH,PR-CCM-VNT-TSCH,PTA RIC - R7 RM,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),3,NO,NO,SI,0,,
PR-CCM-VNT-VPR1,VENTILADOR Nº 1 PRESURIZADO,PR-CCM-CCM-VPR1,PR-CCM-VNT-VPR1,PTA RIC - R3 RR,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),3,NO,NO,SI,0,,
PR-CCM-VNT-VTC16,VENTILADOR AIREACION CCM CELDA 16,PR-CCM-CCM- CELDA 16,PR-CCM-VNT-VTC16,PTA RIC - R8 RM,B,PR-CCM-LGC-CCM,CCM,CENTRO CONTROL DE MOTORES (CCM),3,NO,NO,SI,0,,
PR-DSA-ALM-DSC01,ALIMENTADOR QUEBRADOR Nº 1,PR-DSA-DSC-N01,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC02,ALIMENTADOR QUEBRADOR Nº 2,PR-DSA-DSC-N02,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC03,ALIMENTADOR QUEBRADOR Nº 3,PR-DSA-DSC-N03,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC04,ALIMENTADOR QUEBRADOR Nº 4,PR-DSA-DSC-N04,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC05,ALIMENTADOR QUEBRADOR Nº 5,PR-DSA-DSC-N05,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC06,ALIMENTADOR QUEBRADOR Nº 6,PR-DSA-DSC-N06,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC07,ALIMENTADOR QUEBRADOR Nº 7,PR-DSA-DSC-N07,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC08,ALIMENTADOR QUEBRADOR Nº 8,PR-DSA-DSC-N08,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC09,ALIMENTADOR QUEBRADOR Nº 9,PR-DSA-DSC-N09,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC10,ALIMENTADOR QUEBRADOR Nº 10,PR-DSA-DSC-N10,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC11,ALIMENTADOR QUEBRADOR Nº 11,PR-DSA-DSC-N11,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC12,ALIMENTADOR QUEBRADOR Nº 12,PR-DSA-DSC-N12,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC13,ALIMENTADOR QUEBRADOR Nº 13,PR-DSA-DSC-N13,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC14,ALIMENTADOR QUEBRADOR Nº 14,PR-DSA-DSC-N14,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC15,ALIMENTADOR QUEBRADOR Nº 15,PR-DSA-DSC-N15,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC16,ALIMENTADOR QUEBRADOR Nº 16,PR-DSA-DSC-N16,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC17,ALIMENTADOR QUEBRADOR Nº 17,PR-DSA-DSC-N17,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC18,ALIMENTADOR QUEBRADOR Nº 18,PR-DSA-DSC-N18,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC19,ALIMENTADOR QUEBRADOR Nº 19,PR-DSA-DSC-N19,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-ALM-DSC20,ALIMENTADOR QUEBRADOR Nº 20,PR-DSA-DSC-N20,PR-ALM-QBR DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,3,NO,NO,SI,0,,
PR-DSA-BMB-SD01,BOMBA SOPLANTE Nº 1,PR-DSA-LGC-BOMBAS SOPLANTES,PR-BMB SOP DSA,PTA RIC - R5 RP,A,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,2,NO,NO,SI,0,,
PR-DSA-BMB-SD02,BOMBA SOPLANTE Nº 2,PR-DSA-LGC-BOMBAS SOPLANTES,PR-BMB SOP DSA,PTA RIC - R5 RP,A,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,2,NO,NO,SI,0,,
PR-DSA-BTD-DSA01,BATIDORA Nº 1,PR-DSA-LGC-BATIDORAS,PR-BTD DSA,PTA RIC - R5 RP,B,PR-DSA-LGC-DESCASCARADO ALGOD,DSA,DESCASCARADO ALGODÓN,2,NO,NO,SI,0,,
