estado_match,tipo_asociacion,codigo_project,descripcion_project,project_id,outline_level,outline_number,parent_task_name,parent_codigo_project,ancestor_codes_project,ancestor_names_project,project_path,element_id_revit,unique_id_revit,category,family,type,name,btz_numero_activo,btz_path_actual,parametro_match,contenedor_sugerido_element_id,contenedor_sugerido_unique_id,contenedor_sugerido_path,contenedor_sugerido_nivel,slots_libres_contenedor,requiere_split_por_slots,puntaje_contenedor,segundo_puntaje_contenedor,diferencia_puntaje,criterio_contenedor,candidatos_contenedor,ancestro_project_usado,observacion,tipo_resolucion,ancestro_usado,cluster_element_ids,element_id_destino,btz_slot_sugerido,cluster_mode,motivo,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,btz_description_31,btz_description_32,btz_description_33,btz_description_34,btz_description_35,btz_description_36,btz_description_37,btz_description_38,btz_description_39,btz_description_40,btz_description_41,btz_description_42,btz_description_43,btz_description_44,btz_description_45,btz_description_46,btz_description_47,btz_description_48,btz_description_49,btz_description_50,btz_description_51,btz_description_52,btz_description_53,btz_description_54,btz_description_55,btz_description_56,btz_description_57,btz_description_58,btz_description_59,btz_description_60,btz_description_61,btz_description_62,btz_description_63,btz_description_64,btz_description_65,btz_description_66,btz_description_67,btz_description_68,btz_description_69,btz_description_70,btz_description_71,btz_description_72,btz_description_73,btz_description_74,btz_description_75,btz_description_76,btz_description_77,btz_description_78,btz_description_79,btz_description_80
contenedor_logico_duplicado_distributed,contenedor_por_registry_capacidad,PP-AGR-SLO-SA1,SILO  SA1 ACOPIO 1 | Grupo: PP-RSC SA1,12,3,12,PP-AGR-LGC-AGREGADO,PP-AGR-LGC-AGREGADO,PP-AGR-LGC-AGREGADO,PP > PP-AGR-LGC-AGREGADO,PP > PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA1,366280,112ed255-2c3e-4575-ba44-903fa5f3f8e7-000596c8,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,contenedor_scoring,366280,112ed255-2c3e-4575-ba44-903fa5f3f8e7-000596c8,PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,3,77,NO,190,0,190,post_ambiguo_registry_ancestro_capacidad,366280:190:PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,PP-AGR-LGC-AGREGADO,Reclasificado desde ambiguo_real: ancestro Project PP-AGR-LGC-AGREGADO mapea a un único cluster Revit con capacidad BTZ_05-80 (sin competencia de otro ancestro).,ambiguo_absorbido_cluster_capacidad,PP-AGR-LGC-AGREGADO,366280,,,distributed,unico_ancestro_mapea_cluster_sin_competencia,PP,PP-HRN-LGC-HARINA,PP-HRN-LGC-VALVULAS A PUERTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-AGR-RSC-S13,ROSCA S13   A R29 | Grupo: PP-RSC S13,13,4,13,PP-AGR-SLO-SA1,PP-AGR-SLO-SA1,PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA1,PP > PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA1,PP > PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA1 > PP-AGR-RSC-S13,,,,,,,,,,,,,,,,,,,,,,Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contenedor_logico_duplicado_distributed,contenedor_por_registry_capacidad,PP-AGR-SLO-SA2,SILO  SA2 ACOPIO 2 | Grupo: PP-RSC SA2,14,3,14,PP-AGR-LGC-AGREGADO,PP-AGR-LGC-AGREGADO,PP-AGR-LGC-AGREGADO,PP > PP-AGR-LGC-AGREGADO,PP > PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA2,366280,112ed255-2c3e-4575-ba44-903fa5f3f8e7-000596c8,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,contenedor_scoring,366280,112ed255-2c3e-4575-ba44-903fa5f3f8e7-000596c8,PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,3,77,NO,190,0,190,post_ambiguo_registry_ancestro_capacidad,366280:190:PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,PP-AGR-LGC-AGREGADO,Reclasificado desde ambiguo_real: ancestro Project PP-AGR-LGC-AGREGADO mapea a un único cluster Revit con capacidad BTZ_05-80 (sin competencia de otro ancestro).,ambiguo_absorbido_cluster_capacidad,PP-AGR-LGC-AGREGADO,366280,,,distributed,unico_ancestro_mapea_cluster_sin_competencia,PP,PP-HRN-LGC-HARINA,PP-HRN-LGC-VALVULAS A PUERTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-AGR-RSC-S14,ROSCA S14   A R29 | Grupo: PP-RSC S14,15,4,15,PP-AGR-SLO-SA2,PP-AGR-SLO-SA2,PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA2,PP > PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA2,PP > PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA2 > PP-AGR-RSC-S14,,,,,,,,,,,,,,,,,,,,,,Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contenedor_logico_duplicado_distributed,contenedor_por_registry_capacidad,PP-AGR-SLO-SA3,SILO  SA3  ACOPIO 3 | Grupo: PP-RSC SA3,16,3,16,PP-AGR-LGC-AGREGADO,PP-AGR-LGC-AGREGADO,PP-AGR-LGC-AGREGADO,PP > PP-AGR-LGC-AGREGADO,PP > PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA3,366280,112ed255-2c3e-4575-ba44-903fa5f3f8e7-000596c8,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,contenedor_scoring,366280,112ed255-2c3e-4575-ba44-903fa5f3f8e7-000596c8,PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,3,77,NO,190,0,190,post_ambiguo_registry_ancestro_capacidad,366280:190:PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,PP-AGR-LGC-AGREGADO,Reclasificado desde ambiguo_real: ancestro Project PP-AGR-LGC-AGREGADO mapea a un único cluster Revit con capacidad BTZ_05-80 (sin competencia de otro ancestro).,ambiguo_absorbido_cluster_capacidad,PP-AGR-LGC-AGREGADO,366280,,,distributed,unico_ancestro_mapea_cluster_sin_competencia,PP,PP-HRN-LGC-HARINA,PP-HRN-LGC-VALVULAS A PUERTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-AGR-RSC-S15,ROSCA S15   A R29 | Grupo: PP-RSC S15,17,4,17,PP-AGR-SLO-SA3,PP-AGR-SLO-SA3,PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA3,PP > PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA3,PP > PP-AGR-LGC-AGREGADO > PP-AGR-SLO-SA3 > PP-AGR-RSC-S15,,,,,,,,,,,,,,,,,,,,,,Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contenedor_unico,contenedor_por_scoring,PP-AGR-VLV-VR26A,VALVULA ROTATIVA VR26A | Grupo: PP-VLV ROTATIVA VR26A,18,3,18,PP-AGR-LGC-AGREGADO,PP-AGR-LGC-AGREGADO,PP-AGR-LGC-AGREGADO,PP > PP-AGR-LGC-AGREGADO,PP > PP-AGR-LGC-AGREGADO > PP-AGR-VLV-VR26A,366280,112ed255-2c3e-4575-ba44-903fa5f3f8e7-000596c8,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,contenedor_scoring,366280,112ed255-2c3e-4575-ba44-903fa5f3f8e7-000596c8,PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,3,77,NO,60,0,60,+60 equivalencia tipo VALVULAS; +20 contiene PP; +10 bloques en path; -30 otro sector (HRN),366280:60:PP > PP-HRN-LGC-HARINA > PP-HRN-LGC-VALVULAS A PUERTO,,Sin match puntual; contenedor único por scoring (diferencia 60).,scoring_claro,,366280,366280,,,diff_scores_mayor_igual_15,PP,PP-HRN-LGC-HARINA,PP-HRN-LGC-VALVULAS A PUERTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-ALM-LGC-ALMACENES,SECTOR ALMACENES | Grupo: PP-SECTOR,19,2,19,PP,,,PP,PP > PP-ALM-LGC-ALMACENES,,,,,,,,,,,,,,,,,,,,,,force_ancestor_container: ningún ancestro de Project coincide con el export Revit (campos BTZ/Mark/Comments/path).,force_ancestor_sin_contenedor,,,,,,force_ancestor_container: sin_ancestro_en_modelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-ALM-AUT-AELV,AUTOELEVADOR TOYOTA MOD: 628FD25 (Nº INT 1361) | Grupo: PP-AUT ALMACENES,20,3,20,PP-ALM-LGC-ALMACENES,PP-ALM-LGC-ALMACENES,PP-ALM-LGC-ALMACENES,PP > PP-ALM-LGC-ALMACENES,PP > PP-ALM-LGC-ALMACENES > PP-ALM-AUT-AELV TOYOTA,,,,,,,,,,,,,,,,,,,,,,Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-ALM-BMB-GOIL,BOMBA EXPENDIO GAS-OIL | Grupo: PP-BMB GAS OIL,21,3,21,PP-ALM-LGC-ALMACENES,PP-ALM-LGC-ALMACENES,PP-ALM-LGC-ALMACENES,PP > PP-ALM-LGC-ALMACENES,PP > PP-ALM-LGC-ALMACENES > PP-ALM-BMB-GOIL,,,,,,,,,,,,,,,,,,,,,,Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-ALM-EDF-EDIFICIO,EDIFICIO ALMACENES | Grupo: PP-EDIFICIO,22,3,22,PP-ALM-LGC-ALMACENES,PP-ALM-LGC-ALMACENES,PP-ALM-LGC-ALMACENES,PP > PP-ALM-LGC-ALMACENES,PP > PP-ALM-LGC-ALMACENES > PP-ALM-EDF-EDIFICIO ALM,,,,,,,,,,,,,,,,,,,,,,Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-ALM-TNQ-TKGASOIL,TANQUE GAS OIL PLANTA PUERTO | Grupo: PP-TNQ TKGASOIL,23,3,23,PP-ALM-LGC-ALMACENES,PP-ALM-LGC-ALMACENES,PP-ALM-LGC-ALMACENES,PP > PP-ALM-LGC-ALMACENES,PP > PP-ALM-LGC-ALMACENES > PP-ALM-TNQ-TKGASOIL,,,,,,,,,,,,,,,,,,,,,,Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-APR-APA06,APAREJO ELECTRICO ZARANDAS BHULER | Grupo: P10-APAREJO APA06,24,2,24,PP,,,PP,PP > PP-APR-APA06 ZAR BHU,,,,,,,,,,,,,,,,,,,,,,Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-CCM-LGC-SECTOR,SECTOR DE CCM | Grupo: PP-SECTOR,25,2,25,PP,,,PP,PP > PP-CCM-LGC-SECTOR CCM,,,,,,,,,,,,,,,,,,,,,,force_ancestor_container: ningún ancestro de Project coincide con el export Revit (campos BTZ/Mark/Comments/path).,force_ancestor_sin_contenedor,,,,,,force_ancestor_container: sin_ancestro_en_modelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-CCM-CCMEXT,CCM EXTRACCION | Grupo: PP-CCM EXT,26,3,26,PP-CCM-LGC-SECTOR CCM,PP-CCM-LGC-SECTOR,PP-CCM-LGC-SECTOR,PP > PP-CCM-LGC-SECTOR CCM,PP > PP-CCM-LGC-SECTOR CCM > PP-CCM-CCMEXT,,,,,,,,,,,,,,,,,,,,,,Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-CCM-AIR-AIREXT,AIRE ACONDICIONADO CCM EXTRACCION PTA PTO FLEXCOLD 6 TR | Grupo: PP-AIRE ACOND PTA PTO,27,4,27,PP-CCM-CCMEXT,PP-CCM-CCMEXT,PP-CCM-LGC-SECTOR > PP-CCM-CCMEXT,PP > PP-CCM-LGC-SECTOR CCM > PP-CCM-CCMEXT,PP > PP-CCM-LGC-SECTOR CCM > PP-CCM-CCMEXT > PP-CCM-AIR-AIREXT 1,,,,,,,,,,,,,,,,,,,,,,Código repetido en Project 2 veces. Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin_contenedor,sin_asociacion,PP-CCM-CMP-AC,COMPRESOR DE AIRE ACONDICIONADO 6-1 CCM EXTRACCION | Grupo: PP-COMPRESOR 6 TR,28,5,28,PP-CCM-AIR-AIREXT 1,PP-CCM-AIR-AIREXT,PP-CCM-LGC-SECTOR > PP-CCM-CCMEXT > PP-CCM-AIR-AIREXT,PP > PP-CCM-LGC-SECTOR CCM > PP-CCM-CCMEXT > PP-CCM-AIR-AIREXT 1,PP > PP-CCM-LGC-SECTOR CCM > PP-CCM-CCMEXT > PP-CCM-AIR-AIREXT 1 > PP-CCM-CMP-AC EXT-6-1,,,,,,,,,,,,,,,,,,,,,,Código repetido en Project 8 veces. Ningún contenedor supera puntaje mínimo 40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
