"nivel_btz","valor_btz","nombre_vista","nombre_filtro","archivo_png","estado","mensaje"
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_TLLE_LGC_TALLER_ELECTRICO_PR_TLLE_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_TLLE_LGC_TALLER_ELECTRICO_PR_TLLE_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_TLLE_LGC_TALLER_ELECTRICO_PR_TLLE_LGC_GENERAL.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_ALM_LGC_ALMACEN_RICARDONE_PR_ALM_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_ALM_LGC_ALMACEN_RICARDONE_PR_ALM_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_ALM_LGC_ALMACEN_RICARDONE_PR_ALM_LGC_GENERAL.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_TLLM_LGC_TALLER_MECANICO_PR_TLLM_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_TLLM_LGC_TALLER_MECANICO_PR_TLLM_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_TLLM_LGC_TALLER_MECANICO_PR_TLLM_LGC_GENERAL.png","ok",""
"03","9","EXP_BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_CELDA_DEP_S_P_N_9","FILTRO_BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_CELDA_DEP_S_P_N_9","BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_CELDA_DEP_S_P_N_9.png","ok",""
"03","8","EXP_BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_CELDA_DEP_S_P_N_8","FILTRO_BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_CELDA_DEP_S_P_N_8","BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_CELDA_DEP_S_P_N_8.png","ok",""
"03","1","EXP_BTZ03_RICARDONE_PR_PR_VPR1_LGC_VAPOR_1_PR_VPR1_LGC_CALDERA_SALCOR_CAREN_N_1","FILTRO_BTZ03_RICARDONE_PR_PR_VPR1_LGC_VAPOR_1_PR_VPR1_LGC_CALDERA_SALCOR_CAREN_N_1","BTZ03_RICARDONE_PR_PR_VPR1_LGC_VAPOR_1_PR_VPR1_LGC_CALDERA_SALCOR_CAREN_N_1.png","ok",""
"03","WEB","EXP_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_SILOS_KEPLER_WEB","FILTRO_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_SILOS_KEPLER_WEB","BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_SILOS_KEPLER_WEB.png","ok",""
"03","11","EXP_BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_EXPEDICION_CELDA_DEP_S_P_N_11","FILTRO_BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_EXPEDICION_CELDA_DEP_S_P_N_11","BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_EXPEDICION_CELDA_DEP_S_P_N_11.png","ok",""
"03","VOLC","EXP_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_PLATAFORMAS_VOLC","FILTRO_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_PLATAFORMAS_VOLC","BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_PLATAFORMAS_VOLC.png","ok",""
"03","CALADORES","EXP_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_CALADORES","FILTRO_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_CALADORES","BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_CALADORES.png","ok",""
