type_comments,workset,BTZ_Description_06,keynote,mark,comments,uniformat_description,macro_group,BTZ_Description_07,category_name,BTZ_Description_12,structural_usage,BTZ_Description,BTZ_Description_04,type_name,element_name,level_name,type_mark,BTZ_Description_03,BTZ_Description_08,group_key,BTZ_Description_09,BTZ_Description_01,BTZ_Description_13,element_id,family_name,BTZ_Description_05,BTZ_Description_11,host_category,uniformat_code,BTZ_Description_10,BTZ_Description_02,unique_id,structural_material,type_description
,Subproyecto1,,,,PTD_A3_V03;PTC_B3_V03;PTD_E2_V02;PTD_B2_V03;PTC_E02_V02;PTD_F4_V01;PTC_F6_V01,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,181816,,,,,,,,cded2142-e338-43a3-afff-586b29ff4baa-0002c638,Plástico,
,Subproyecto1,,,,PTD_A3_V03;PTC_B3_V03;PTD_E2_V02;PTD_B2_V03;PTD_A2_V02;PTC_E02_V02;PTD_F4_V01;PTC_F6_V01,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,181893,,,,,,,,cded2142-e338-43a3-afff-586b29ff4baa-0002c685,Plástico,
,Subproyecto1,,,,PTD_A3;PTC_B2;PTC_B2_V03;PTC_E02_V02;PTD_F4_V01;PTC_F6_V01,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,181965,,,,,,,,cded2142-e338-43a3-afff-586b29ff4baa-0002c6cd,Plástico,
,Subproyecto1,,,,PTD_A3;PTC_B2;PTC_B2_V03;PTC_E02_V02;PTD_F4_V01;PTC_F6_V01,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,181966,,,,,,,,cded2142-e338-43a3-afff-586b29ff4baa-0002c6ce,Plástico,
,Subproyecto1,,,,PTD_A3;PTC_B2;PTC_B2_V03;PTC_E02_V02;PTD_F4_V01;PTC_F6_V01,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,181967,,,,,,,,cded2142-e338-43a3-afff-586b29ff4baa-0002c6cf,Plástico,
,Subproyecto1,,,,PTD_A3;PTC_B2;PTC_B2_V03;PTC_E02_V02;PTD_F4_V01;PTC_F6_V01,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,181969,,,,,,,,cded2142-e338-43a3-afff-586b29ff4baa-0002c6d1,Plástico,
,Subproyecto1,,,,PTD_F1_V01;PTC_F3_V01,,otros,,Generic Models,,,,,Modelos genéricos 11,Modelos genéricos 11,,,,,otros|Generic Models|Modelos genéricos 11|Modelos genéricos 11,,,,182559,Modelos genéricos 11,,,,,,,cded2142-e338-43a3-afff-586b29ff4baa-0002c91f,,
,Subproyecto1,,,,,,otros,,Generic Models,,,,,Modelos genéricos 12,Modelos genéricos 12,,,,,otros|Generic Models|Modelos genéricos 12|Modelos genéricos 12,,,,183748,Modelos genéricos 12,,,,,,,44e23cee-ddf9-45d1-a522-17a396cbe67a-0002cdc4,,
,Subproyecto1,,,,,,otros,,Generic Models,,,,,Modelos genéricos 12,Modelos genéricos 12,,,,,otros|Generic Models|Modelos genéricos 13|Modelos genéricos 12,,,,184072,Modelos genéricos 13,,,,,,,44e23cee-ddf9-45d1-a522-17a396cbe67a-0002cf08,,
,Subproyecto1,,,,PTD_F1_V01;PTC_F3_V01,,otros,,Generic Models,,,,,Modelos genéricos 14,Modelos genéricos 14,,,,,otros|Generic Models|Modelos genéricos 14|Modelos genéricos 14,,,,184738,Modelos genéricos 14,,,,,,,44e23cee-ddf9-45d1-a522-17a396cbe67a-0002d1a2,,
,Subproyecto1,,,,,,obra_gris,,Floors,,,,,techo curvo,techo curvo,Nivel 1a,,,,obra_gris|Floors|techo curvo|techo curvo,,,,190078,techo curvo,,,,,,,9fc45961-bb32-442c-aa4c-647cad2ecef0-0002e67e,,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,192656,,,,,,,,f3a3bbf9-3743-4df3-87f9-b889088f6b0b-0002f090,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,192729,,,,,,,,f3a3bbf9-3743-4df3-87f9-b889088f6b0b-0002f0d9,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,192848,,,,,,,,f3a3bbf9-3743-4df3-87f9-b889088f6b0b-0002f150,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,192930,,,,,,,,f3a3bbf9-3743-4df3-87f9-b889088f6b0b-0002f1a2,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,193397,,,,,,,,f3a3bbf9-3743-4df3-87f9-b889088f6b0b-0002f375,Plástico,
,Subproyecto1,,,,PTD_A4_V04;PTD_E01_V01;PTD_E02_V02,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,194848,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002f920,Plástico,
,Subproyecto1,,,,PTD_A4_V04;PTD_E01_V01;PTD_E02_V02,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,194849,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002f921,Plástico,
,Subproyecto1,,,,PTD_A4_V04;PTD_E01_V01;PTD_E02_V02,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,194850,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002f922,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,194851,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002f923,Plástico,
,Subproyecto1,,,,PTD_A1_V01;PTC_B1_V01;PTD_B1_V01;PTC_E01_V01;PTD_F3_V01;PTD_F6_V01,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,195053,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002f9ed,Plástico,
,Subproyecto1,,,,PTD_A1_V01;PTD_B1_V01;PTD_E3_V03;PTC_E01_V01;PTC_F4_V01;PTD_F3_V01;PTD_F6_V01,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,195054,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002f9ee,Plástico,
,Subproyecto1,,,,PTD_A1_V01;PTD_B1_V01;PTD_E3_V03;PTC_E01_V01;PTC_F4_V01;PTD_F3_V01,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,195055,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002f9ef,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,195056,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002f9f0,Plástico,
,Subproyecto1,,,,PTD_A2_V01;PTC_B3_V02;PTD_01_V02;PTD_E3_V03;PTC_E2_V02;PTD_A2_V02,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,195200,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002fa80,Plástico,
,Subproyecto1,,,,PTD_A2_V01;PTC_B3_V02;PTD_01_V02;PTD_E3_V03;PTC_E2_V02;PTD_A2_V02,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,195201,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002fa81,Plástico,
,Subproyecto1,,,,PTD_A2_V01;PTC_B3_V02;PTD_01_V02;PTD_E3_V03;PTC_E2_V02;PTD_A2_V02,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,195202,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002fa82,Plástico,
,Subproyecto1,,,,PTD_A2_V01;PTC_B3_V02;PTD_01_V02;PTD_E3_V03;PTC_E2_V02;PTD_A2_V02,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,195203,,,,,,,,f81472a3-6fc8-48c2-b0db-9288e233878c-0002fa83,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,197440,,,,,,,,bdeb1f45-488f-41f4-88d5-f4c712d572d7-00030340,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,197621,,,,,,,,bdeb1f45-488f-41f4-88d5-f4c712d572d7-000303f5,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,197683,,,,,,,,bdeb1f45-488f-41f4-88d5-f4c712d572d7-00030433,Plástico,
,Subproyecto1,,,,CIR_01_V01;CIR_01_V02;CIR_01_V03;CIR_01_V04;CIR_01_V05;CIR_01_V06;CIR_02_V01;CIR_02_V02;CIR_02_V03;CIR_03_V01;CIR_04_V01;CIR_05_V01;CIR_05_V02;CIR_05_V03;CIR_02_V04;CIR_02_V05;CIR_07_V03;CIR_08_V02;CIR_07_V01;CIR_07_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,198813,,,,,,,,bdeb1f45-488f-41f4-88d5-f4c712d572d7-0003089d,Plástico,
,Subproyecto1,,,,CIR_01_V01;CIR_01_V02;CIR_01_V03;CIR_01_V04;CIR_01_V05;CIR_01_V06;CIR_02_V01;CIR_02_V02;CIR_02_V03;CIR_03_V01;CIR_04_V01;CIR_05_V01;CIR_05_V02;CIR_05_V03;CIR_02_V04;CIR_02_V05;CIR_07_V03;CIR_08_V02;CIR_07_V01;CIR_07_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,199244,,,,,,,,bdeb1f45-488f-41f4-88d5-f4c712d572d7-00030a4c,Plástico,
,Subproyecto1,,,,CIR_01_V01;CIR_01_V02;CIR_01_V03;CIR_01_V04;CIR_01_V05;CIR_01_V06;CIR_02_V01;CIR_02_V02;CIR_02_V03;CIR_03_V01;CIR_04_V01;CIR_05_V01;CIR_05_V02;CIR_05_V03;CIR_02_V04;CIR_07_V03;CIR_08_V02;CIR_07_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,199346,,,,,,,,bdeb1f45-488f-41f4-88d5-f4c712d572d7-00030ab2,Plástico,
,Subproyecto1,,,,,,obra_gris,,Walls,,,,,Genérico - 200 mm,Genérico - 200 mm,,,,,obra_gris|Walls||Genérico - 200 mm,,,,199636,,,,,,,,bdeb1f45-488f-41f4-88d5-f4c712d572d7-00030bd4,Plástico,
,Subproyecto1,,,,,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,203772,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-00031bfc,,
,Subproyecto1,,,,,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,205206,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-00032196,,
,Subproyecto1,,,,SEC_RI_S1_S2,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,208220,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-00032d5c,,
,Subproyecto1,,,,,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209400,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000331f8,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209580,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000332ac,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209587,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000332b3,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209594,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000332ba,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209601,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000332c1,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209608,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000332c8,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209615,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000332cf,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209622,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000332d6,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03;S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209629,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000332dd,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,209636,,,,,,,,5b454621-eb24-48f7-a7ab-4cc203eecee7-000332e4,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210089,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334a9,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210096,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334b0,,
,Subproyecto1,,,,CIR_01_V01;CIR_01_V02;CIR_01_V03;CIR_01_V04;CIR_01_V05;CIR_01_V06;VUE_02_V01;VUE_02_V03;VUE_02_V02;VUE_05_V01;VUE_05_V02;VUE_05_V03;VUE_02_V04;VUE_02_V05;VUE_07_V03;VUE_08_V02;VUE_07_V01;VUE_07_V02;VUE_08_V01;CIR_08_V01;VUE_08_V03;CIR_08_V03;MIX_08_V01;MIX_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210103,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334b7,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210124,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334cc,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210140,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334dc,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210147,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334e3,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210154,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334ea,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210161,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334f1,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210168,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334f8,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210175,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-000334ff,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210182,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-00033506,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210189,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-0003350d,,
,Subproyecto1,,,,VUE_05_V03;CIR_05_V01;VUE_01_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03;SEC_RI_S4_S5,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210196,,,,,,,,f7c5fe57-4bf3-4879-86cf-e7e56b2ec915-00033514,,
,Subproyecto1,,,,CIR_06_V01,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,210264,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033558,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,211417,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-000339d9,,
,Subproyecto1,,,,CIR_01_V01;VUE_02_V01;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,211498,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033a2a,,
,Subproyecto1,,,,CIR_01_V01;VUE_02_V01;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,211505,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033a31,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,211512,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033a38,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,211633,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033ab1,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,211734,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033b16,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,211741,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033b1d,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,211748,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033b24,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,211886,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033bae,,
,Subproyecto1,,,,VUE_05_V03;VUE_01_V01;CIR_05_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,212702,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033ede,,
,Subproyecto1,,,,VUE_05_V03;VUE_01_V01;CIR_05_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,212748,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033f0c,,
,Subproyecto1,,,,VUE_05_V03;VUE_01_V01;CIR_05_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,212755,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033f13,,
,Subproyecto1,,,,VUE_05_V03;VUE_01_V01;CIR_05_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,212762,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033f1a,,
,Subproyecto1,,,,VUE_05_V03;VUE_01_V01;CIR_05_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,212769,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033f21,,
,Subproyecto1,,,,CIR_05_V03;CIR_01_V01;VUE_05_V01;VUE_02_V01;VUE_08_V02;CIR_08_V01;CIR_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,212843,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-00033f6b,,
,Subproyecto1,,,,VUE_05_V03;VUE_01_V01;CIR_05_V01;CIR_02_V01;CIR_08_V02;VUE_08_V01;VUE_08_V03,,obra_gris,,Floors,,,,,Camino industrial,Camino industrial,Nivel 1,,,,obra_gris|Floors||Camino industrial,,,,213103,,,,,,,,15b86877-2244-4d00-bbfe-fcfed0043c9c-0003406f,,
