origen_archivo,codigo_project,descripcion_project,estado_match,tipo_asociacion,element_id_revit,contenedor_sugerido_element_id,btz_path_actual,btz_path_contenedor,project_path,ancestor_codes_project,ancestor_names_project,motivo_revision,observacion
match_project_revit_preparacion.csv,P10-PRL-VLV-VN1A,VALVULA NEUMATICA SILO DIARIO 1,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO > P10-PRL-VLV-VN1A,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,,Ancestro Project P10-PRL-LGC-SILOS aparece en 3 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VLV-VN1B,VALVULA NEUMATICA SILO DIARIO 1,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO > P10-PRL-VLV-VN1B,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,,Ancestro Project P10-PRL-LGC-SILOS aparece en 3 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-SLO-SLO3,SILO PULMON <300 TN>,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO3 LIMPIA,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS,,Ancestro Project P10-PRL-LGC-SILOS aparece en 3 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VLV-VG09,VALVULA A GUILLOTINA DESC. SILO PRINCIPAL LIMPIA,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO3 LIMPIA > P10-PRL-VLV-VG09,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO3,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO3 LIMPIA,,Ancestro Project P10-PRL-LGC-SILOS aparece en 3 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VLV-VG08,VALVULA GUILL MANUAL DESC. SILO PRINCIPAL LIMPIA,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO3 LIMPIA > P10-PRL-VLV-VG08,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO3,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO3 LIMPIA,,Ancestro Project P10-PRL-LGC-SILOS aparece en 3 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-SLO-SRECUP,SILO RECUPERO P10,match_elemento_puntual,elemento_puntual,384012,,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SRECUP,,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SRECUP,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS,,Coincidencia exacta única con elemento Revit. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VLV-VR19,ROTATIVA DE SILO RECUPERO A C3,asignable_a_contenedor,contenedor_por_ancestro_project,384012,384012,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SRECUP,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SRECUP,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SRECUP > P10-PRL-VLV-VR19,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SRECUP,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SRECUP,,Sin match puntual; contenedor único por ancestro Project P10-PRL-SLO-SRECUP.
match_project_revit_preparacion.csv,P10-PRL-LGC-VALVULAS,CONJUNTO DE VALVULAS VGP PRELIMPIEZA P10,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS VGP,P10-PRL-LGC-PRELIMPIEZA,P10 > P10-PRL-LGC-PRELIMPIEZA,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VLV-VGP01,VALVULA A GUILLOTINA 01 INGRESO A PLANTA,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS VGP > P10-PRL-VLV-VGP01,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS VGP,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VLV-VGP02,VALVULA A GUILLOTINA 02 CARGA ZR01,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS VGP > P10-PRL-VLV-VGP02,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS VGP,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VLV-VGP03,VALVULA A GUILLOTINA 03 CARGA ZR02,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS VGP > P10-PRL-VLV-VGP03,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS VGP,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VLV-VGP04,VALVULA A GUILLOTINA 04 BY-PASS PRELIMPIEZA,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS VGP > P10-PRL-VLV-VGP04,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-VALVULAS VGP,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-LGC-ZARANDAS,CONJUNTO DE ZARANDAS PRELIMPIEZA P10,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS,P10-PRL-LGC-PRELIMPIEZA,P10 > P10-PRL-LGC-PRELIMPIEZA,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-ZRN-ZPP01,ZARANDA 01 ROTEX MODELO 732S GC,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS > P10-PRL-ZRN-ZPP01,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-ZRN-ZPP02,ZARANDA 02 ROTEX MODELO 732S GC,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS > P10-PRL-ZRN-ZPP02,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-ZRN-ZPP03,ZARANDA 03 ROTEX MODELO 732S GC,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS > P10-PRL-ZRN-ZPP03,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-ZARANDAS,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-FLT-FMPRELIMP,FILTRO DE MANGAS PRELIMPIEZA,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,P10-PRL-LGC-PRELIMPIEZA,P10 > P10-PRL-LGC-PRELIMPIEZA,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-BRL-BRL1,BRAZO ROT. LIMPIEZA FILTRO MANGAS FMPRELIMP,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP > P10-PRL-BRL-BRL1,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-RSC-SF01,ROSCA BAJO FILTRO MANGAS A VR04 FMPRELIMP,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP > P10-PRL-RSC-SF01,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VLV-VR04,VALV ROT DESC. SIN FIN B/FILTRO DE MANGAS FMPRELIMP,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP > P10-PRL-VLV-VR04,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VNT-VE67,VENT. LIMPIEZA FILTRO MANGAS FMPRELIMP,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP > P10-PRL-VNT-VE67,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-VNT-VE04,VENTILADOR FILTRO DE MANGAS FMPRELIMP,contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP > P10-PRL-VNT-VE04,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-FLT-FMPRELIMP,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-LGC-MERMA,SECTOR MERMA PRELIMPIEZA P10,match_elemento_puntual,elemento_puntual,385248,,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10-PRL-LGC-PRELIMPIEZA,P10 > P10-PRL-LGC-PRELIMPIEZA,,Coincidencia exacta única con elemento Revit. | no aparece en asociacion_contenedor_hijos_final_p10.csv
match_project_revit_preparacion.csv,P10-PRL-BTD-BA06,BATIDORA DEL DESPREDADOR BA06,asignable_a_contenedor,contenedor_por_ancestro_project,385248,385248,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-BTD-BA06,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,,Sin match puntual; contenedor único por ancestro Project P10-PRL-LGC-MERMA.
match_project_revit_preparacion.csv,P10-PRL-RSC-SF20,ROSCA SF20 INGRESO AL DESPEDRADOR,asignable_a_contenedor,contenedor_por_ancestro_project,385248,385248,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-BTD-BA06 > P10-PRL-RSC-SF20,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-BTD-BA06,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-BTD-BA06,,Sin match puntual; contenedor único por ancestro Project P10-PRL-LGC-MERMA.
match_project_revit_preparacion.csv,P10-PRL-DSP-DSP01,DSP01 P10 ASPIRADOR/DESPEDRADOR,asignable_a_contenedor,contenedor_por_ancestro_project,385248,385248,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,,Sin match puntual; contenedor único por ancestro Project P10-PRL-LGC-MERMA.
match_project_revit_preparacion.csv,P10-PRL-ALM-M3DP,ALIMENTADOR INFERIOR ASPITRADOR DESPREDADOR,asignable_a_contenedor,contenedor_por_ancestro_project,385248,385248,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01 > P10-PRL-ALM-M3DP,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,,Sin match puntual; contenedor único por ancestro Project P10-PRL-LGC-MERMA.
match_project_revit_preparacion.csv,P10-PRL-ALM-M2DP,ALIMENTADOR SUPERIOR ASPITRADOR DESPREDADOR,asignable_a_contenedor,contenedor_por_ancestro_project,385248,385248,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01 > P10-PRL-ALM-M2DP,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,,Sin match puntual; contenedor único por ancestro Project P10-PRL-LGC-MERMA.
match_project_revit_preparacion.csv,P10-PRL-VLV-VR36,ROTATIVA SALIDA DESPEDRADOR,asignable_a_contenedor,contenedor_por_ancestro_project,385248,385248,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01 > P10-PRL-VLV-VR36,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,,Sin match puntual; contenedor único por ancestro Project P10-PRL-LGC-MERMA.
match_project_revit_preparacion.csv,P10-PRL-RSC-SF19,SALIDA DE DESPEDRADOR,asignable_a_contenedor,contenedor_por_ancestro_project,385248,385248,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01 > P10-PRL-RSC-SF19,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,,Sin match puntual; contenedor único por ancestro Project P10-PRL-LGC-MERMA.
match_project_revit_preparacion.csv,P10-PRL-VNT-M1DP,VENTILADOR DE DESPEDRADOR,asignable_a_contenedor,contenedor_por_ancestro_project,385248,385248,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01 > P10-PRL-VNT-M1DP,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-DSP-DSP01,,Sin match puntual; contenedor único por ancestro Project P10-PRL-LGC-MERMA.
match_project_revit_preparacion.csv,P10-PRL-RSC-SF16,ROSCA BAJO BA06,asignable_a_contenedor,contenedor_por_ancestro_project,385248,385248,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA > P10-PRL-RSC-SF16,P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,,Sin match puntual; contenedor único por ancestro Project P10-PRL-LGC-MERMA.
match_project_revit_preparacion.csv,P10-PRL-ZRN-ZR01,ZARANDA ROTATIVA 01 (OESTE),contenedor_duplicado,contenedor_por_ancestro_project,373540,373540,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SLO1 DIARIO,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-ZRN-ZR01,P10-PRL-LGC-PRELIMPIEZA,P10 > P10-PRL-LGC-PRELIMPIEZA,,Ancestro Project P10-PRL-LGC-PRELIMPIEZA aparece en 8 contenedores. | no aparece en asociacion_contenedor_hijos_final_p10.csv
