estado_match,tipo_asociacion,codigo_project,descripcion_project,project_id,outline_level,outline_number,parent_task_name,parent_codigo_project,ancestor_codes_project,ancestor_names_project,project_path,element_id_revit,unique_id_revit,category,family,type,name,btz_numero_activo,btz_path_actual,parametro_match,contenedor_sugerido_element_id,contenedor_sugerido_unique_id,contenedor_sugerido_path,contenedor_sugerido_nivel,slots_libres_contenedor,requiere_split_por_slots,puntaje_contenedor,segundo_puntaje_contenedor,diferencia_puntaje,criterio_contenedor,candidatos_contenedor,ancestro_project_usado,observacion,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,motivo_revision
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-BMB-P212,BOMBA RECIRCULACION MISCELA P212,114,5,114,P10-EXT-LGC-BMB RECIRCULACION,P10-EXT-LGC-BMB,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION > P10-EXT-BMB-P212,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-BMB-P213,BOMBA RECIRCULACION MISCELA P213,115,5,115,P10-EXT-LGC-BMB RECIRCULACION,P10-EXT-LGC-BMB,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION > P10-EXT-BMB-P213,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-BMB-P214,BOMBA RECIRCULACION MISCELA P214,116,5,116,P10-EXT-LGC-BMB RECIRCULACION,P10-EXT-LGC-BMB,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION > P10-EXT-BMB-P214,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-BMB-P215,BOMBA RECIRCULACION MISCELA P215,117,5,117,P10-EXT-LGC-BMB RECIRCULACION,P10-EXT-LGC-BMB,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION > P10-EXT-BMB-P215,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-BMB-P216,BOMBA RECIRCULACION MISCELA P216,118,5,118,P10-EXT-LGC-BMB RECIRCULACION,P10-EXT-LGC-BMB,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION > P10-EXT-BMB-P216,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-BMB-P222,BOMBA RECIRCULACION MISCELA P222 PRIMER RIEGO SUPERIOR DE LA CURVA,119,5,119,P10-EXT-LGC-BMB RECIRCULACION,P10-EXT-LGC-BMB,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION > P10-EXT-BMB-P222,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-FLT-M220A,FILTRO AMIAD,144,4,144,P10-EXT-EXT-M202,P10-EXT-EXT-M202,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-FLT-M220A AMIAD,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-RSC-SC201,ROSCA DE ALIMENTACION,145,4,145,P10-EXT-EXT-M202,P10-EXT-EXT-M202,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-RSC-SC201,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-TNQ-V218,TANQUE DE MISCELA,146,4,146,P10-EXT-EXT-M202,P10-EXT-EXT-M202,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-TNQ-V218 TK MISCELA,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-BMB-P218,BOMBA DE MISCELA GORDA P218,147,5,147,P10-EXT-TNQ-V218 TK MISCELA,P10-EXT-TNQ-V218,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-TNQ-V218,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-TNQ-V218 TK MISCELA,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-TNQ-V218 TK MISCELA > P10-EXT-BMB-P218,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-VLV-SOV202,VALVULA TOLVA EXTRACTOR,148,4,148,P10-EXT-EXT-M202,P10-EXT-EXT-M202,P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-VLV-SOV202,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,P10-EXT-EXT-M202,Ancestro Project P10-EXT-EXT-M202 aparece en 2 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-RDL-DRG249,REDLER DRG249 DESCARGA EXTRACTOR (JOTA),149,3,149,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-EXTRACCION,P10 > P10-EXT-LGC-EXTRACCION,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-RDL-DRG249,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282656:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES || 282804:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES || 282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE || 282969:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION || 282997:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,P10-EXT-LGC-EXTRACCION,Ancestro Project P10-EXT-LGC-EXTRACCION aparece en 7 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-ABS-V341,ABSORVEDOR MINERAL P10,195,4,195,P10-EXT-LGC-RECUP GASES,P10-EXT-LGC-RECUP,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES > P10-EXT-ABS-V341 ABSORV,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282656:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES || 282804:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES || 282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE || 282969:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION || 282997:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,P10-EXT-LGC-EXTRACCION,Ancestro Project P10-EXT-LGC-EXTRACCION aparece en 7 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-BMB-P342,BOMBA DE ACEITE MINERAL,196,4,196,P10-EXT-LGC-RECUP GASES,P10-EXT-LGC-RECUP,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES > P10-EXT-BMB-P342,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282656:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES || 282804:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES || 282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE || 282969:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION || 282997:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,P10-EXT-LGC-EXTRACCION,Ancestro Project P10-EXT-LGC-EXTRACCION aparece en 7 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
contenedor_duplicado,contenedor_por_ancestro_project,P10-EXT-BMB-P346,BOMBA DE ACEITE MINERAL CALIENTE,197,4,197,P10-EXT-LGC-RECUP GASES,P10-EXT-LGC-RECUP,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES > P10-EXT-BMB-P346,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,contenedor_scoring,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,4,26,NO,200,200,0,ancestro_project_exacto_duplicado,282497:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION || 282656:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 || 282755:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES || 282804:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES || 282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE || 282969:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION || 282997:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,P10-EXT-LGC-EXTRACCION,Ancestro Project P10-EXT-LGC-EXTRACCION aparece en 7 contenedores.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,,,,,,,,,,,,,,,,,,,,,,,,,,,hay más de un contenedor candidato
