codigo_project,descripcion_project,element_id_contenedor,unique_id_contenedor,btz_path_contenedor,tipo_asociacion,ancestro_project_usado,estado_asociacion,escrito_en_btz_description,btz_description_slot_usado,motivo
P10-EXT-VLV-RV255A,VALVULA ROTATIVA RV255A DT250 6TO PISO A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_19,escrito_en_slot_btz
P10-EXT-VLV-RV255B,VALVULA ROTATIVA RV255B DT250 6TO PISO B,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_20,escrito_en_slot_btz
P10-EXT-VLV-RV256A,VALVULA ROTATIVA RV256A DT250 5TO PISO A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_21,escrito_en_slot_btz
P10-EXT-VLV-RV256B,VALVULA ROTATIVA RV256B DT250 5TO PISO B,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_22,escrito_en_slot_btz
P10-EXT-VLV-RV257A,VALVULA ROTATIVA RV257A DT250 4TO PISO A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_23,escrito_en_slot_btz
P10-EXT-VLV-RV257B,VALVULA ROTATIVA RV257B DT250 4TO PISO B,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_24,escrito_en_slot_btz
P10-EXT-VLV-RV258A,VALVULA ROTATIVA RV258A DT250 3R PISO A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_25,escrito_en_slot_btz
P10-EXT-VLV-RV258B,VALVULA ROTATIVA RV258B DT250 3R PISO B,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_26,escrito_en_slot_btz
P10-EXT-VLV-RV259,VALVULA ROTATIVA RV259 DT250 2DO PISO,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_27,escrito_en_slot_btz
P10-EXT-VLV-RV260,VALVULA ROTATIVA RV260 DT250 1ER PISO A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_28,escrito_en_slot_btz
P10-EXT-VLV-SOV252,VALVULA VAPOR DT,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_29,escrito_en_slot_btz
P10-HRN-VLV-VGG01,VALV. GUILLOTINA VGG01 A N03,385885,905be7f4-0c46-42ea-a443-0fdea469e6f3-0005e35d,P10 > P10-HRN-LGC-HARINA > P10-HRN-CNT-C04,contenedor_por_ancestro_project,P10-HRN-CNT-C04,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-HRN-VLV-VGH01,VALV. GUILLOTINA VGH01 A N05,385885,905be7f4-0c46-42ea-a443-0fdea469e6f3-0005e35d,P10 > P10-HRN-LGC-HARINA > P10-HRN-CNT-C04,contenedor_por_ancestro_project,P10-HRN-CNT-C04,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-HRN-MLN-M01,MOLINO A MARTILLO M01 LADO OESTE,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,contenedor_por_ancestro_project,P10-HRN-LGC-MOLINOS,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-HRN-ALM-MA01,ALIM. MOLINO A MARTILLO M01,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,contenedor_por_ancestro_project,P10-HRN-LGC-MOLINOS,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-HRN-RSC-MSF01,ROSCA SIN FIN 01 (SACA DE M01),227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,contenedor_por_ancestro_project,P10-HRN-LGC-MOLINOS,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-HRN-MLN-M02,MOLINO A MARTILLO M02 LADO CENTRO,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,contenedor_por_ancestro_project,P10-HRN-LGC-MOLINOS,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-HRN-ALM-MA02,ALIM. MOLINO A MARTILLO M02,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,contenedor_por_ancestro_project,P10-HRN-LGC-MOLINOS,asociado_a_contenedor,SI,btz_description_08,escrito_en_slot_btz
P10-HRN-RSC-MSF02,ROSCA SIN FIN 02 (SACA DE M02),227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,contenedor_por_ancestro_project,P10-HRN-LGC-MOLINOS,asociado_a_contenedor,SI,btz_description_09,escrito_en_slot_btz
P10-HRN-MLN-M03,MOLINO A MARTILLO M03 LADO ESTE,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,contenedor_por_ancestro_project,P10-HRN-LGC-MOLINOS,asociado_a_contenedor,SI,btz_description_10,escrito_en_slot_btz
P10-HRN-ALM-MA03,ALIM. MOLINO A MARTILLO M03,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,contenedor_por_ancestro_project,P10-HRN-LGC-MOLINOS,asociado_a_contenedor,SI,btz_description_11,escrito_en_slot_btz
P10-HRN-RSC-MSF03,ROSCA SIN FIN 03 (SACA DE M03),227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,contenedor_por_ancestro_project,P10-HRN-LGC-MOLINOS,asociado_a_contenedor,SI,btz_description_12,escrito_en_slot_btz
P10-HRN-NOR-N03,NORIA N03 (DE C04 A R29),380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-NORIAS,contenedor_por_ancestro_project,P10-HRN-LGC-NORIAS,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-HRN-NOR-N04,NORIA N04 (LEVANTA FINOS DE MOLINOS),380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-NORIAS,contenedor_por_ancestro_project,P10-HRN-LGC-NORIAS,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-HRN-NOR-N05,NORIA N05 (LEVANTA FINOS DE BATIDORAS),380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-NORIAS,contenedor_por_ancestro_project,P10-HRN-LGC-NORIAS,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-HRN-MNL-NML05,MANDO LENTO AUXILIAR N05,380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-NORIAS,contenedor_por_ancestro_project,P10-HRN-LGC-NORIAS,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-HRN-RSC-SF04,ROSCA SIN FIN SF04 (CARGA SR01),358462,1dd21141-8de6-4d43-b824-f67da67065de-0005783e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-SEC. ROTATIVOS > P10-HRN-SRT-SR01,contenedor_por_ancestro_project,P10-HRN-SRT-SR01,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-HRN-VLV-VALV,VALVULA MODULADORA DE VAPOR SECADOR ROTATIVO 1,358462,1dd21141-8de6-4d43-b824-f67da67065de-0005783e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-SEC. ROTATIVOS > P10-HRN-SRT-SR01,contenedor_por_ancestro_project,P10-HRN-SRT-SR01,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-HRN-RSC-SF05,ROSCA SIN FIN SF05 (CARGA SR02),358495,1dd21141-8de6-4d43-b824-f67da67065de-0005785f,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-SEC. ROTATIVOS > P10-HRN-SRT-SR02,contenedor_por_ancestro_project,P10-HRN-SRT-SR02,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-HRN-BTD-BA01,BATIDORA 01,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-HRN-RSC-SFBA01,ROSCA SALIDA DENTRO DE BATIDORA BA01,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-HRN-RSC-BAA01,ROSCAS ALIM. BATIDORA BA01,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-HRN-BTD-BA02,BATIDORA 02,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-HRN-RSC-SFBA02,ROSCA SALIDA DENTRO DE BATIDORA BA02,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_08,escrito_en_slot_btz
P10-HRN-RSC-BAA02,ROSCAS ALIM. BATIDORA BA02,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_09,escrito_en_slot_btz
P10-HRN-BTD-BA03,BATIDORA 03,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_10,escrito_en_slot_btz
P10-HRN-RSC-SFBA03,ROSCA SALIDA DENTRO DE BATIDORA BA03,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_11,escrito_en_slot_btz
P10-HRN-RSC-BAA03,ROSCAS ALIM. BATIDORA BA03,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_12,escrito_en_slot_btz
P10-HRN-BTD-BA04,BATIDORA 04,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_13,escrito_en_slot_btz
P10-HRN-RSC-SFBA04,ROSCA SALIDA DENTRO DE BATIDORA BA04,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_14,escrito_en_slot_btz
P10-HRN-RSC-BAA04,ROSCAS ALIM. BATIDORA BA04,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_15,escrito_en_slot_btz
P10-HRN-BTD-BA05,BATIDORA 05,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_16,escrito_en_slot_btz
P10-HRN-RSC-SFBA05,ROSCA SALIDA DENTRO DE BATIDORA BA05,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_17,escrito_en_slot_btz
P10-HRN-RSC-BAA05,ROSCAS ALIM. BATIDORA BA05,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,contenedor_por_ancestro_project,P10-HRN-LGC-TAMIZADORES,asociado_a_contenedor,SI,btz_description_18,escrito_en_slot_btz
P10-HRN-RSC-EGSF01,ROSCA SIN FIN DE FINOS ENFR. SEC. 01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-HRN-RSC-EGSF02,ROSCA SIN FIN DE FINOS ENFR. SEC. 01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-HRN-RSC-EGSF03,ROSCA SIN FIN DE FINOS ENFR. SEC. 01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-HRN-RSC-EGSF04,ROSCA SIN FIN DE FINOS ENFR. SEC. 01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-HRN-VNT-VE27,VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_08,escrito_en_slot_btz
P10-HRN-CCL-CVE27,CICLON VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_09,escrito_en_slot_btz
P10-HRN-VLV-VR20,VALV. ROT. 20 (VE27),367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_10,escrito_en_slot_btz
P10-HRN-VNT-VE28,VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_11,escrito_en_slot_btz
P10-HRN-CCL-CVE28,CICLON VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_12,escrito_en_slot_btz
P10-HRN-VLV-VR21,VALV. ROT. 21 (VE28),367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_13,escrito_en_slot_btz
P10-HRN-VNT-VE29,VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_14,escrito_en_slot_btz
P10-HRN-CCL-CVE29,CICLON VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_15,escrito_en_slot_btz
P10-HRN-VLV-VR22,VALV. ROT. 22 (VE29),367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_16,escrito_en_slot_btz
P10-HRN-VNT-VE30,VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_17,escrito_en_slot_btz
P10-HRN-CCL-CVE30,CICLON VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_18,escrito_en_slot_btz
P10-HRN-VLV-VR23,VALV. ROT. 23 (VE30),367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_19,escrito_en_slot_btz
P10-HRN-VNT-VE31,VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_20,escrito_en_slot_btz
P10-HRN-CCL-CVE31,CICLON VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_21,escrito_en_slot_btz
P10-HRN-VLV-VR24,VALV. ROT. 24 (VE31),367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_22,escrito_en_slot_btz
P10-HRN-VNT-VE32,VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_23,escrito_en_slot_btz
P10-HRN-CCL-CVE32,CICLON VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_24,escrito_en_slot_btz
P10-HRN-VLV-VR25,VALV. ROT. 25 (VE32),367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_25,escrito_en_slot_btz
P10-HRN-VNT-VE33,VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_26,escrito_en_slot_btz
P10-HRN-CCL-CVE33,CICLON VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_27,escrito_en_slot_btz
P10-HRN-VLV-VR26,VALV. ROT. 26 (VE33),367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_28,escrito_en_slot_btz
P10-HRN-VNT-VE34,VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_29,escrito_en_slot_btz
P10-HRN-CCL-CVE34,CICLON VENTILADOR ASPIR. SEC. ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,SI,btz_description_30,escrito_en_slot_btz
P10-HRN-VLV-VR27,VALV. ROT. 27 (VE34),367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE39,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE39,AEROTERMO DE VENTILADOR VE39,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE40,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE40,AEROTERMO DE VENTILADOR VE40,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE41,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE41,AEROTERMO DE VENTILADOR VE41,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE42,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
