codigo_project,descripcion_project,element_id_contenedor,unique_id_contenedor,btz_path_contenedor,tipo_asociacion,ancestro_project_usado,estado_asociacion,escrito_en_btz_description,btz_description_slot_usado,motivo
P10-EXT-HDR-HCS09O,HIDROCICLON SECUNDARIO HCS09O LADO OESTE -NORTE A SUR,282755,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045083,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,contenedor_por_ancestro_project,P10-EXT-LGC-HIDROCICLONES,asociado_a_contenedor,SI,btz_description_25,escrito_en_slot_btz
P10-EXT-HDR-HCS10E,HIDROCICLON SECUNDARIO HCS10E LADO ESTE-NORTE A SUR,282755,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045083,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,contenedor_por_ancestro_project,P10-EXT-LGC-HIDROCICLONES,asociado_a_contenedor,SI,btz_description_26,escrito_en_slot_btz
P10-EXT-HDR-HCS10O,HIDROCICLON SECUNDARIO HCS10O LADO OESTE -NORTE A SUR,282755,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045083,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES,contenedor_por_ancestro_project,P10-EXT-LGC-HIDROCICLONES,asociado_a_contenedor,SI,btz_description_27,escrito_en_slot_btz
P10-EXT-BMB-PSODA,BOMBA DE SODA CAUSTICA DE CONTENEDOR A TK-492,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-EXT-BMB-P435A,BOMBA RECIRCULACION TK GOMA HUMEDA,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-EXT-CLT-HX445,CALENTADOR ACEITE SECADOR P10,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-EXT-DSG-C425,CENTRIFUGA NRO 01 (NORTE) RSE 300 NRO 1724-371,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-EXT-DSG-C430,CENTRIFUGA NRO 02 (SUR) RSE 300 NRO 1724-372,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_08,escrito_en_slot_btz
P10-EXT-DSG-C435,CENTRIFUGA NRO 03 (ESTE) RSE 300 NRO 1736-472,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_09,escrito_en_slot_btz
P10-EXT-ENF-HX460,ENFRIADOR ACEITE A STOCK  P10,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_10,escrito_en_slot_btz
P10-EXT-INT-HX440,INTERCAMBIADOR ACEITE/ACEITE P10,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_11,escrito_en_slot_btz
P10-EXT-BMB-P439,BOMBA DE ALIM. DEL SECADOR P439,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_12,escrito_en_slot_btz
P10-EXT-SCD-V450,SECADOR DE ACEITE P10,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_13,escrito_en_slot_btz
P10-EXT-BMB-P450,BOMBA DE ACEITE DESGOMADO P/ ALMACEN P450,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_14,escrito_en_slot_btz
P10-EXT-TNQ-V415,TANQUE AGUA HIDRATACION A DESGOMADORA,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_15,escrito_en_slot_btz
P10-EXT-BMB-P415,BOMBA DE AGUA P415 HIDRAT DESG,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_16,escrito_en_slot_btz
P10-EXT-TNQ-HX435,TANQUE DE GOMAS,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_17,escrito_en_slot_btz
P10-EXT-BMB-P435,BOMBA DE GOMAS P435,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_18,escrito_en_slot_btz
P10-EXT-TNQ-V495,TANQUE V495  AGUA DE MANIOBRAS DESGOMADORAS,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_19,escrito_en_slot_btz
P10-EXT-BMB-P491,BOMBA DE AGUA FRIA (CIP),282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_20,escrito_en_slot_btz
P10-EXT-TNQ-V410,TK CRUDO P10,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_21,escrito_en_slot_btz
P10-EXT-AGT-A420C,AGITADOR TANQUE CRUDO V410,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_22,escrito_en_slot_btz
P10-EXT-BMB-P410,BOMBA DE ACEITE CRUDO P410,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_23,escrito_en_slot_btz
P10-EXT-TNQ-V420,TK HIDRATADOR,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_24,escrito_en_slot_btz
P10-EXT-AGT-A420,AGITADOR TANQUE DE HIDRATACION,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_25,escrito_en_slot_btz
P10-EXT-VLV-VSA420,VALVULA DE SEGURIDAD AGITADOR A420,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_26,escrito_en_slot_btz
P10-EXT-TNQ-V420B,TK VERDE REACTOR,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_27,escrito_en_slot_btz
P10-EXT-TNQ-TK492,"TK492, TK DE SODA PARA LAVADO DE DESGOMADORAS",282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_28,escrito_en_slot_btz
P10-EXT-BMB-P492,BOMBA DE SODA (CIP),282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_29,escrito_en_slot_btz
P10-EXT-VLV-SOV430,VALVULA ENTRADA ACEITE A WESTFALIA,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,SI,btz_description_30,escrito_en_slot_btz
P10-EXT-VLV-SOV426,VALVULA ENTRADA DE AGUA A WESTFALIA,282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO,contenedor_por_ancestro_project,P10-EXT-LGC-DESGOMADO,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-EXT-EVP-HX301,EVAPORADOR 1 P10,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-EXT-CND-HX305,CONDENSADORES 1DO EVAPORADOR OESTE P10,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-EXT-CND-HX304,CONDENSADORES 1RO EVAPORADOR ESTE P10,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-EXT-EVP-HX307,EVAPORADOR 2 P10,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-EXT-CND-HX308,CONDENSADOR 2RO Y 3RO EVAPORADOR P10,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_08,escrito_en_slot_btz
P10-EXT-EVP-HX309,EVAPORADOR 3 P10,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_09,escrito_en_slot_btz
P10-EXT-BMB-P310,BOMBA DE EVAPORADOR TERCERA ETAPA,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_10,escrito_en_slot_btz
P10-EXT-INT-HX314,INTERCAMBIADOR ACEITE/MISCELA P10,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_11,escrito_en_slot_btz
P10-EXT-STR-V311,STRIPPER ACEITE VEGETAL,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_12,escrito_en_slot_btz
P10-EXT-BMB-P313B,BOMBA DE ROTACION CON P313-P310,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_13,escrito_en_slot_btz
P10-EXT-BMB-P313,BOMBA DE STRIPPER DE ACEITE,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_14,escrito_en_slot_btz
P10-EXT-CND-HX312,CONDENSADOR STRIPPER VEGETAL P10,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_15,escrito_en_slot_btz
P10-EXT-VLV-TCV-307,VALVULA DE CONTROL DE TEMPERATURA DE VAPOR AL 2DO EVAPORADOR,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_16,escrito_en_slot_btz
P10-EXT-VLV-TCV-309,VALVULA DE CONTROL DE TEMPERATURA DE VAPOR AL 3 PULG EVAPORADOR,282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION,contenedor_por_ancestro_project,P10-EXT-LGC-DESTILACION,asociado_a_contenedor,SI,btz_description_17,escrito_en_slot_btz
P10-EXT-BMB-P336,BOMBA DE SOLVENTE DE TANQUE,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-EXT-BMB-P351,BOMBA DE SOLVENTE DE TANQUE V351 STOCK EN P10,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-EXT-PRC-HX302,PRECALENTADOR DE SOLVENTE P10,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-EXT-INT-V338,REHERVIDOR,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-EXT-RHV-HX337,INTERCAMBIADOR REHERVIDOR P10,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_08,escrito_en_slot_btz
P10-EXT-TNQ-V330,TK DE SOLVENTE DE SERVICIO P10 (V330),282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_09,escrito_en_slot_btz
P10-EXT-BMB-P331,BOMBA DE SOLVENTE FRESCO (ACTUAL GRUNDFOS NKG 200-150-400/412),282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_10,escrito_en_slot_btz
P10-EXT-BMB-P335,BOMBA DEL LAVADOR DE GASES SOLV. AL DT,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_11,escrito_en_slot_btz
P10-EXT-TNQ-V351,TK DE SOLVENTE DE STOCK (EN P10),282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_12,escrito_en_slot_btz
P10-EXT-TNQ-TKD,TK DE SOLVENTE STOCK D (EN VICENTIN),282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_13,escrito_en_slot_btz
P10-EXT-BMB-P335A,BOMBA DE SOLVENTE (SACA DE TK D),282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_14,escrito_en_slot_btz
P10-EXT-AH101,TRANSMISOR DE HEXANO A LA SALIDA DEL DT,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_15,escrito_en_slot_btz
P10-EXT-AH103,TRANSMISOR DE HEXANO BAJO EL DEPOSITO DE HEXANO,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_16,escrito_en_slot_btz
P10-EXT-AH102,TRANSMISOR DE HEXANO BAJO EL EXTRACTOR,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_17,escrito_en_slot_btz
P10-EXT-AH105,TRANSMISOR DE HEXANO EN EL PILON DE SERVICIO,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_18,escrito_en_slot_btz
P10-EXT-AH104,TRANSMISOR DE HEXANO EN LA SALIDA DEL REHERVIDOR,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_por_ancestro_project,P10-EXT-LGC-SOLVENTE,asociado_a_contenedor,SI,btz_description_19,escrito_en_slot_btz
P10-EXT-CND-HX303,CONDENSADOR DT P10,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-EXT-LGC-VLV,CONJUNTO DE VALVULAS DE SEGURIDAD DEL TOSTER,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-EXT-VLV-PRV259,"SEGURIDAD VAPOR DIRECTO PISO INFERIOR 3,1 BAR, 6 PULG A 8 PULG SERIE 150",282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-EXT-VLV-PRV258,"SEGURIDAD VAPOR DIRECTO PISO SUPERIOR 2,1 BAR DE 6 PULG A 8 PULG SERIE 150",282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-EXT-VLV-PRV260,"VALVULA SEGURIDAD VAPOR INDIRECTO 1,75 BAR, 4 PULG A 4 PULG SERIE 150",282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_08,escrito_en_slot_btz
P10-EXT-MND-M250A,MANDO LENTO DEL DT,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_09,escrito_en_slot_btz
P10-EXT-RDC-RDT250,REDUCTOR DT 250 TOSTER,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_10,escrito_en_slot_btz
P10-EXT-BMB-P250,BOMBA DE ACEITE REDUCTOR,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_11,escrito_en_slot_btz
P10-EXT-TNQ-V480,TANQUE CONDENSADO DT HORIZONTAL,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_12,escrito_en_slot_btz
P10-EXT-BMB-P490,BOMBA DE AGUA CALIENTE (CIP),282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_13,escrito_en_slot_btz
P10-EXT-BMB-P481,BOMBA DE RETORNO DEL CONDENSADOR 01 P481,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_14,escrito_en_slot_btz
P10-EXT-BMB-P482,BOMBA DE RETORNO DEL CONDENSADOR 02 P482,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_15,escrito_en_slot_btz
P10-EXT-TNQ-V262,TK CONDENSADO DT VERTICAL,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_16,escrito_en_slot_btz
P10-EXT-TNQ-V475,TK FLASHEO DT VERTICAL,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_17,escrito_en_slot_btz
P10-EXT-VLV-SOV250,VALVULA ACTUADA ENTRADA DE VAPOR A PLANTA 12 PULG,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_por_ancestro_project,P10-EXT-TST-DT250,asociado_a_contenedor,SI,btz_description_18,escrito_en_slot_btz
