codigo_project,element_id_contenedor_detectado,unique_id_contenedor_detectado,btz_path_contenedor,estado_lectura,motivo,columnas_detectadas
P10-HRN-ART-ARTVE57,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE58,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE58,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE59,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE59,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE60,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE60,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE61,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE61,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE62,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE62,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE63,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE63,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-EGSF05,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-EGSF06,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-EGSF07,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE35,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE35,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR28,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE36,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE36,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR29,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE37,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE37,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR30,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE38,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE38,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR31,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,ok,,codigo;element_id;unique_id;path
P10-PRP-ENF-EE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VLV-VREE1,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE21,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE22,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE23,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE24,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE25,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE26,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VTEE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-ENF-EE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VLV-VREE2,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE15,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE16,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE17,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE18,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE19,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE20,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VTEE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-EXP-E01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLI01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VRA01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-EXP-E02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLI02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VRA02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-EXP-E03,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AE03,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLI03,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLE03,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VRA03,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-EXP-E04,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AE04,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLI04,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLE04,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VRA04,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-EXP-E05,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AE05,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLI05,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLE05,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VRA05,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-EXP-E06,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AE06,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLI06,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-BMB-EBLE06,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VRA06,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-RSC-SF10,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,ok,,codigo;element_id;unique_id;path
P10-PRP-CHD-LCH01,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-CHD-LCH02,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-CHD-LCH03,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-CHD-LCH04,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-LF01,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-ALF01,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-CHD-LFBH01,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L01,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL01,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L02,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL02,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L03,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL03,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L04,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL04,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L05,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL05,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L06,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL06,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L07,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL07,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L08,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL08,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L09,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL09,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L10,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL10,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L11,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL11,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L12,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL12,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L13,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL13,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L14,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL14,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L15,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL15,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L16,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL16,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L17,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL17,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L18,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL18,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L19,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL19,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L20,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL20,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-LMN-L21,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL21,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
