codigo_project,element_id_contenedor_detectado,unique_id_contenedor_detectado,btz_path_contenedor,estado_lectura,motivo,columnas_detectadas
P10-EXT-TNQ-TKD,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,ok,,codigo;element_id;unique_id;path
P10-EXT-BMB-P335A,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,ok,,codigo;element_id;unique_id;path
P10-EXT-AH101,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,ok,,codigo;element_id;unique_id;path
P10-EXT-AH103,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,ok,,codigo;element_id;unique_id;path
P10-EXT-AH102,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,ok,,codigo;element_id;unique_id;path
P10-EXT-AH105,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,ok,,codigo;element_id;unique_id;path
P10-EXT-AH104,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,ok,,codigo;element_id;unique_id;path
P10-EXT-CND-HX303,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-LGC-VLV,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-PRV259,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-PRV258,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-PRV260,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-MND-M250A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-RDC-RDT250,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-BMB-P250,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-TNQ-V480,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-BMB-P490,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-BMB-P481,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-BMB-P482,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-TNQ-V262,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-TNQ-V475,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-SOV250,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV255A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV255B,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV256A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV256B,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV257A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV257B,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV258A,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV258B,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV259,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-RV260,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-EXT-VLV-SOV252,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VGG01,385885,905be7f4-0c46-42ea-a443-0fdea469e6f3-0005e35d,P10 > P10-HRN-LGC-HARINA > P10-HRN-CNT-C04,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VGH01,385885,905be7f4-0c46-42ea-a443-0fdea469e6f3-0005e35d,P10 > P10-HRN-LGC-HARINA > P10-HRN-CNT-C04,ok,,codigo;element_id;unique_id;path
P10-HRN-MLN-M01,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,ok,,codigo;element_id;unique_id;path
P10-HRN-ALM-MA01,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-MSF01,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,ok,,codigo;element_id;unique_id;path
P10-HRN-MLN-M02,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,ok,,codigo;element_id;unique_id;path
P10-HRN-ALM-MA02,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-MSF02,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,ok,,codigo;element_id;unique_id;path
P10-HRN-MLN-M03,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,ok,,codigo;element_id;unique_id;path
P10-HRN-ALM-MA03,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-MSF03,227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-MOLINOS,ok,,codigo;element_id;unique_id;path
P10-HRN-NOR-N03,380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-NORIAS,ok,,codigo;element_id;unique_id;path
P10-HRN-NOR-N04,380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-NORIAS,ok,,codigo;element_id;unique_id;path
P10-HRN-NOR-N05,380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-NORIAS,ok,,codigo;element_id;unique_id;path
P10-HRN-MNL-NML05,380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-NORIAS,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-SF04,358462,1dd21141-8de6-4d43-b824-f67da67065de-0005783e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-SEC. ROTATIVOS > P10-HRN-SRT-SR01,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VALV,358462,1dd21141-8de6-4d43-b824-f67da67065de-0005783e,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-SEC. ROTATIVOS > P10-HRN-SRT-SR01,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-SF05,358495,1dd21141-8de6-4d43-b824-f67da67065de-0005785f,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-SEC. ROTATIVOS > P10-HRN-SRT-SR02,ok,,codigo;element_id;unique_id;path
P10-HRN-BTD-BA01,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-SFBA01,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-BAA01,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-BTD-BA02,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-SFBA02,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-BAA02,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-BTD-BA03,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-SFBA03,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-BAA03,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-BTD-BA04,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-SFBA04,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-BAA04,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-BTD-BA05,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-SFBA05,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-BAA05,380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-TAMIZADORES,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-EGSF01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-EGSF02,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-EGSF03,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-RSC-EGSF04,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE27,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE27,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR20,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE28,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE28,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR21,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE29,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE29,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR22,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE30,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE30,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR23,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE31,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE31,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR24,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE32,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE32,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR25,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE33,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE33,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR26,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE34,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-CCL-CVE34,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VLV-VR27,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE39,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE39,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE40,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE40,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE41,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE41,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE42,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE42,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE43,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE43,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE44,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE44,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE45,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE45,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE46,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE46,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE47,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE47,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE48,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE48,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE49,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE49,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE50,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE50,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE51,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE51,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE52,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE52,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE53,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE53,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE54,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE54,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE55,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE55,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE56,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-ART-ARTVE56,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
P10-HRN-VNT-VE57,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,ok,,codigo;element_id;unique_id;path
