fecha,project_xml,planta,element_id,unique_id,parametro,codigo_anterior,codigo_nuevo,estado,mensaje
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,369188,460ebebf-e4ee-449a-900c-ab33de4c697f-0005a224,BTZ_Description_03,P10-PRP-LGC-BEAN,P10-PRP-LGC-BEAN HEATER,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,369188,460ebebf-e4ee-449a-900c-ab33de4c697f-0005a224,BTZ_NumeroActivo,P10-PRP-LGC-BEAN,,limpiado_duplicado,El código completo ya existía en BTZ_Description_03; se limpió el truncado
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,373540,1dd9711a-59af-4c3f-8b41-17903a787e86-0005b324,BTZ_Description_04,P10-PRL-SLO-SLO1,P10-PRL-SLO-SLO1 DIARIO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,373540,1dd9711a-59af-4c3f-8b41-17903a787e86-0005b324,BTZ_NumeroActivo,P10-PRL-SLO-SLO1,,limpiado_duplicado,El código completo ya existía en BTZ_Description_04; se limpió el truncado
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,373591,1dd9711a-59af-4c3f-8b41-17903a787e86-0005b357,BTZ_Description_04,P10-PRL-SLO-SLO2,P10-PRL-SLO-SLO2 DIARIO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,373591,1dd9711a-59af-4c3f-8b41-17903a787e86-0005b357,BTZ_NumeroActivo,P10-PRL-SLO-SLO2,,limpiado_duplicado,El código completo ya existía en BTZ_Description_04; se limpió el truncado
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,377972,c5ee6896-39ff-4562-be63-4682b50c65ca-0005c474,BTZ_Description_07,P10-SRA-SLA-SALA,P10-SRA-SLA-SALA BOIN,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,377972,c5ee6896-39ff-4562-be63-4682b50c65ca-0005c474,BTZ_Description_11,P10-SRA-BMB-DOSIF,P10-SRA-BMB-DOSIF APL,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,BTZ_Description_08,P10-CCM-AIR-AIREXT,,limpiado_duplicado,El código completo ya existía en BTZ_Description_07; se limpió el truncado
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,380971,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005d02b,BTZ_NumeroActivo,P10-SRV-LGC-TRAT,,limpiado_duplicado,El código completo ya existía en BTZ_Description_03; se limpió el truncado
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,381172,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005d0f4,BTZ_Description_09,P10-PRP-PRC-PERCHA,P10-PRP-PRC-PERCHA EXP,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,384012,e0118a5a-e983-4b93-852f-e273cc5f6243-0005dc0c,BTZ_Description_04,P10-PRL-SLO-SLO3,P10-PRL-SLO-SLO3 LIMPIA,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,384750,3ade3506-4f84-4896-9589-30d81e40c276-0005deee,BTZ_Description_03,P10-SRV-LGC-TRATAMIENTO,P10-SRV-LGC-TRATAMIENTO AGUA,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,402462,2d073a82-2546-46d8-8ab7-4a272b6a40f8-0006241e,BTZ_Description_03,P10-SRV-LGC-FUEL,P10-SRV-LGC-FUEL OIL,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,402462,2d073a82-2546-46d8-8ab7-4a272b6a40f8-0006241e,BTZ_NumeroActivo,P10-SRV-LGC-FUEL,,limpiado_duplicado,El código completo ya existía en BTZ_Description_03; se limpió el truncado
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,405873,35fdbbec-a6c9-4778-9f64-8b03ca6d0798-00063171,BTZ_Description_07,P10-EXT-LGC-BMB,P10-EXT-LGC-BMB RECIRCULACION,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,406102,35fdbbec-a6c9-4778-9f64-8b03ca6d0798-00063256,BTZ_Description_03,P10-PRP-LGC-BEAN,P10-PRP-LGC-BEAN HEATER,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,406102,35fdbbec-a6c9-4778-9f64-8b03ca6d0798-00063256,BTZ_NumeroActivo,P10-PRP-LGC-BEAN,,limpiado_duplicado,El código completo ya existía en BTZ_Description_03; se limpió el truncado
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,406124,35fdbbec-a6c9-4778-9f64-8b03ca6d0798-0006326c,BTZ_Description_03,P10-PRP-LGC-BEAN,P10-PRP-LGC-BEAN HEATER,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,406124,35fdbbec-a6c9-4778-9f64-8b03ca6d0798-0006326c,BTZ_NumeroActivo,P10-PRP-LGC-BEAN,,limpiado_duplicado,El código completo ya existía en BTZ_Description_03; se limpió el truncado
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,406921,7713a3b9-e708-4df0-a840-2320141b75e2-00063589,BTZ_Description_03,P10-SRV-LGC-AIRE,P10-SRV-LGC-AIRE COMPRIMIDO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,406921,7713a3b9-e708-4df0-a840-2320141b75e2-00063589,BTZ_NumeroActivo,P10-SRV-LGC-TRAT,P10-SRV-LGC-TRAT QUIM CALD,corregido,Completado desde etiqueta Project XML
2026-06-02 10:35:25,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\P10.xml,P10,407002,7713a3b9-e708-4df0-a840-2320141b75e2-000635da,BTZ_NumeroActivo,P10-SRV-LGC-TRAT,P10-SRV-LGC-TRAT QUIM CALD,corregido,Completado desde etiqueta Project XML
﻿2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,BTZ_Description_06,PP-EXT-BMB-BO48,PP-EXT-BMB-BO48 E,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,BTZ_Description_08,PP-EXT-DSG-CE01,PP-EXT-DSG-CE01 NORTE,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,BTZ_Description_09,PP-EXT-DSG-CE02,PP-EXT-DSG-CE02 SUR,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,BTZ_Description_16,PP-EXT-TNQ-TKAGUA,PP-EXT-TNQ-TKAGUA DESGOM,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,BTZ_Description_18,PP-EXT-TNQ-TKGOMAS,PP-EXT-TNQ-TKGOMAS CENTRIF,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,BTZ_Description_26,PP-EXT-TNQ-TKPULMON,PP-EXT-TNQ-TKPULMON ACEITE,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,BTZ_Description_28,PP-EXT-MZC-MEZCDINAMICO,PP-EXT-MZC-MEZCDINAMICO (BO28,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,BTZ_Description_29,PP-EXT-TQN-TKGOMAS,PP-EXT-TQN-TKGOMAS AUX,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,BTZ_Description_37,PP-EXT-TNQ-TKLAV,PP-EXT-TNQ-TKLAV QUIMICO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179346,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc92,BTZ_Description_07,PP-EXT-TNQ-TKCOND,PP-EXT-TNQ-TKCOND DT,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179346,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc92,BTZ_Description_11,PP-EXT-VLV-VSTK,PP-EXT-VLV-VSTK FLASHEO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179346,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc92,BTZ_Description_13,PP-EXT-VLV-SOV-114,PP-EXT-VLV-SOV-114 VS03,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,179346,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc92,BTZ_NumeroActivo,PP-EXT-EXT-EX01,PP-EXT-EXT-EX01 EXTRACTOR,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,183538,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002ccf2,BTZ_Description_03,PP-DSC-SLO-SILO,PP-DSC-SLO-SILO CASCARA,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,184857,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002d219,BTZ_Description_38,PP-LCT-PLT-PILETA,PP-LCT-PLT-PILETA BAROMET,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,284902,121e7c49-6f80-4698-91bd-c7c5a38e25dd-000458e6,BTZ_Description_03,PP-PRP-LGC-BEAN,PP-PRP-LGC-BEAN HEATER,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,284902,121e7c49-6f80-4698-91bd-c7c5a38e25dd-000458e6,BTZ_NumeroActivo,PP-PRP-LGC-BEAN,,limpiado_duplicado,El código completo ya existía en BTZ_Description_03; se limpió el truncado
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,285377,121e7c49-6f80-4698-91bd-c7c5a38e25dd-00045ac1,BTZ_Description_23,PP-PLL-SIS-CTRAL,PP-PLL-SIS-CTRAL LUB PELL,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366280,112ed255-2c3e-4575-ba44-903fa5f3f8e7-000596c8,BTZ_NumeroActivo,PP-HRN-LGC-VALVULAS,PP-HRN-LGC-VALVULAS A PUERTO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366559,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000597df,BTZ_Description_12,PP-EXT-BMB-BO50,PP-EXT-BMB-BO50 E,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366559,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000597df,BTZ_Description_21,PP-EXT-VLV-SOV-214,PP-EXT-VLV-SOV-214 VS04,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366791,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000598c7,BTZ_Description_03,PP-EXT-LGC-RECUP,PP-EXT-LGC-RECUP GASES,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366791,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000598c7,BTZ_Description_04,PP-EXT-ABS-ABSOV,PP-EXT-ABS-ABSOV MINERAL,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366791,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000598c7,BTZ_Description_10,PP-EXT-INT-INT02,PP-EXT-INT-INT02 AC/AC MIN,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366791,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000598c7,BTZ_Description_11,PP-EXT-INT-INT03,PP-EXT-INT-INT03 EAC/MINERAL,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366791,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000598c7,BTZ_Description_15,PP-EXT-VLV-SOV-310,PP-EXT-VLV-SOV-310  VS08,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366791,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000598c7,BTZ_Description_16,PP-EXT-VLV-SOV-320,PP-EXT-VLV-SOV-320 VS09,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366791,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000598c7,BTZ_Description_17,PP-EXT-VNT-VE02,PP-EXT-VNT-VE02 E,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366791,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-000598c7,BTZ_NumeroActivo,PP-EXT-LGC-RECUP,,limpiado_duplicado,El código completo ya existía en BTZ_Description_03; se limpió el truncado
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366859,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-0005990b,BTZ_Description_03,PP-EXT-EXT-EX01,PP-EXT-EXT-EX01 EXTRACTOR,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366859,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-0005990b,BTZ_Description_08,PP-EXT-INT-INT01,PP-EXT-INT-INT01 AC/MIS,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366859,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-0005990b,BTZ_Description_11,PP-EXT-BMB-BO51,PP-EXT-BMB-BO51 E,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,366922,58a0c5ec-573a-4dcc-9a0e-9d96a2f21f89-0005994a,BTZ_Description_06,PP-EXT-BMB-BO49,PP-EXT-BMB-BO49 E,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,367233,83998b8f-3075-40bb-b815-6060fbf51833-00059a81,BTZ_Description_38,PP-LCT-LGC-TORRES,PP-LCT-LGC-TORRES ENFRIAMIENTO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,367512,83998b8f-3075-40bb-b815-6060fbf51833-00059b98,BTZ_Description_09,PP-LCT-TNQ-TK03,PP-LCT-TNQ-TK03 GOM HUM,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,367512,83998b8f-3075-40bb-b815-6060fbf51833-00059b98,BTZ_Description_35,PP-LCT-LGC-PILETA,PP-LCT-LGC-PILETA BAROMETRICA,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,398544,c5bd9b6d-1b33-4c70-af81-ae4fc321dc5f-000614d0,BTZ_Description_18,PP-SRV-VLV-SGR,PP-SRV-VLV-SGR SUB-EST GAS,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,400854,613b2511-9188-4473-a91f-b1bad0266697-00061dd6,BTZ_Description_03,PP-HRN-SIS-CTRAL,PP-HRN-SIS-CTRAL LUB SR,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,401551,613b2511-9188-4473-a91f-b1bad0266697-0006208f,BTZ_Description_03,PP-HRN-LGC-VALVULAS,PP-HRN-LGC-VALVULAS A PUERTO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,401826,2d073a82-2546-46d8-8ab7-4a272b6a40f8-000621a2,BTZ_Description_04,PP-SGR-SAL-SALA,PP-SGR-SAL-SALA BO60,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,402142,2d073a82-2546-46d8-8ab7-4a272b6a40f8-000622de,BTZ_Description_13,PP-SRV-VLV-VSTK,PP-SRV-VLV-VSTK FLASH,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,402142,2d073a82-2546-46d8-8ab7-4a272b6a40f8-000622de,BTZ_Description_14,PP-SRV-VNT-VE25,PP-SRV-VNT-VE25 VTF,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,402164,2d073a82-2546-46d8-8ab7-4a272b6a40f8-000622f4,BTZ_Description_03,PP-SRV-LGC-AIRE,PP-SRV-LGC-AIRE COMPRIMIDO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,402272,2d073a82-2546-46d8-8ab7-4a272b6a40f8-00062360,BTZ_Description_03,PP-SRV-LGC-FUEL,PP-SRV-LGC-FUEL OIL,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,402668,2d073a82-2546-46d8-8ab7-4a272b6a40f8-000624ec,BTZ_Description_03,PP-SRV-LGC-BOMBAS,PP-SRV-LGC-BOMBAS DE RIO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,403517,2d073a82-2546-46d8-8ab7-4a272b6a40f8-0006283d,BTZ_Description_03,PP-SRV-LGC-BOMBAS,PP-SRV-LGC-BOMBAS DE RIO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,403537,2d073a82-2546-46d8-8ab7-4a272b6a40f8-00062851,BTZ_Description_03,PP-SRV-LGC-BOMBAS,PP-SRV-LGC-BOMBAS DE RIO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,403561,2d073a82-2546-46d8-8ab7-4a272b6a40f8-00062869,BTZ_Description_03,PP-SRV-LGC-BOMBAS,PP-SRV-LGC-BOMBAS DE RIO,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,404654,2d073a82-2546-46d8-8ab7-4a272b6a40f8-00062cae,BTZ_Description_03,PP-PRP-LGC-BEAN,PP-PRP-LGC-BEAN HEATER,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,404654,2d073a82-2546-46d8-8ab7-4a272b6a40f8-00062cae,BTZ_NumeroActivo,PP-PRP-LGC-BEAN,,limpiado_duplicado,El código completo ya existía en BTZ_Description_03; se limpió el truncado
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,404773,2d073a82-2546-46d8-8ab7-4a272b6a40f8-00062d25,BTZ_Description_03,PP-PRP-LGC-BEAN,PP-PRP-LGC-BEAN HEATER,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,404773,2d073a82-2546-46d8-8ab7-4a272b6a40f8-00062d25,BTZ_NumeroActivo,PP-PRP-LGC-BEAN,,limpiado_duplicado,El código completo ya existía en BTZ_Description_03; se limpió el truncado
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,408017,05006a48-2ec1-4af5-bbec-4034ff3f5e38-000639d1,BTZ_Description_03,PP-EXT-EXT-EX01,PP-EXT-EXT-EX01 EXTRACTOR,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,408074,05006a48-2ec1-4af5-bbec-4034ff3f5e38-00063a0a,BTZ_Description_13,PP-EXT-HRV-HERVIDOR,PP-EXT-HRV-HERVIDOR SOLV,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,408280,43d663df-9888-4368-ba32-0773056a16cc-00063ad8,BTZ_Description_03,PP-EXT-EXT-EX01,PP-EXT-EXT-EX01 EXTRACTOR,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,408280,43d663df-9888-4368-ba32-0773056a16cc-00063ad8,BTZ_Description_05,PP-EXT-BMB-BO52,PP-EXT-BMB-BO52 E,corregido,Completado desde etiqueta Project XML
2026-06-02 10:37:35,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\PP.xml,PP,408280,43d663df-9888-4368-ba32-0773056a16cc-00063ad8,BTZ_Description_06,PP-EXT-LGC-BMB,PP-EXT-LGC-BMB RECIRC,corregido,Completado desde etiqueta Project XML
﻿2026-06-02 10:38:15,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\TE.xml,TE,153025,e873c32e-5e0c-4f36-b2a7-48d4917bce06-000255c1,BTZ_Description_05,TE-DDV-BLN-BALANZA,TE-DDV-BLN-BALANZA VAGONES,corregido,Completado desde etiqueta Project XML
2026-06-02 10:38:15,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\TE.xml,TE,164153,e873c32e-5e0c-4f36-b2a7-48d4917bce06-00028139,BTZ_Description_05,TE-ALM-LGC-ALMACENAJE,TE-ALM-LGC-ALMACENAJE (SILOS,corregido,Completado desde etiqueta Project XML
2026-06-02 10:38:15,C:\Users\Usuario\AppData\Roaming\pyRevit\Extensions\btz.extension\public\project\TE.xml,TE,164153,e873c32e-5e0c-4f36-b2a7-48d4917bce06-00028139,BTZ_Description_30,TE-ALM-CNT-C12,TE-ALM-CNT-C12 (CBC4-12,corregido,Completado desde etiqueta Project XML
