estado_match,tipo_asociacion,codigo_project,descripcion_project,project_id,outline_level,outline_number,parent_task_name,parent_codigo_project,ancestor_codes_project,ancestor_names_project,project_path,element_id_revit,unique_id_revit,category,family,type,name,btz_numero_activo,btz_path_actual,parametro_match,contenedor_sugerido_element_id,contenedor_sugerido_unique_id,contenedor_sugerido_path,contenedor_sugerido_nivel,slots_libres_contenedor,requiere_split_por_slots,puntaje_contenedor,segundo_puntaje_contenedor,diferencia_puntaje,criterio_contenedor,candidatos_contenedor,ancestro_project_usado,observacion,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,estado_confirmacion
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-BMB-P336,BOMBA DE SOLVENTE DE TANQUE,205,4,205,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-BMB-P336,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-BMB-P351,BOMBA DE SOLVENTE DE TANQUE V351 STOCK EN P10,206,4,206,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-BMB-P351,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-PRC-HX302,PRECALENTADOR DE SOLVENTE P10,207,4,207,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-PRC-HX302 PREC SOLV,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-INT-V338,REHERVIDOR,208,4,208,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-INT-V338 INT REHERV,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-RHV-HX337,INTERCAMBIADOR REHERVIDOR P10,209,5,209,P10-EXT-INT-V338 INT REHERV,P10-EXT-INT-V338,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-INT-V338,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-INT-V338 INT REHERV,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-INT-V338 INT REHERV > P10-EXT-RHV-HX337 REHERVIDOR,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-TNQ-V330,TK DE SOLVENTE DE SERVICIO P10 (V330),210,4,210,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-V330 TK SERVICIO,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-BMB-P331,BOMBA DE SOLVENTE FRESCO (ACTUAL GRUNDFOS NKG 200-150-400/412),211,5,211,P10-EXT-TNQ-V330 TK SERVICIO,P10-EXT-TNQ-V330,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-V330,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-V330 TK SERVICIO,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-V330 TK SERVICIO > P10-EXT-BMB-P331,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-BMB-P335,BOMBA DEL LAVADOR DE GASES SOLV. AL DT,212,5,212,P10-EXT-TNQ-V330 TK SERVICIO,P10-EXT-TNQ-V330,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-V330,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-V330 TK SERVICIO,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-V330 TK SERVICIO > P10-EXT-BMB-P335,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-TNQ-V351,TK DE SOLVENTE DE STOCK (EN P10),213,4,213,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-V351 SOLV STOCK,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Código repetido en Project 2 veces. Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-TNQ-TKD,TK DE SOLVENTE STOCK D (EN VICENTIN),214,4,214,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-TKD,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-BMB-P335A,BOMBA DE SOLVENTE (SACA DE TK D),215,5,215,P10-EXT-TNQ-TKD,P10-EXT-TNQ-TKD,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-TKD,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-TKD,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-TNQ-TKD > P10-EXT-BMB-P335A,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-AH101,TRANSMISOR DE HEXANO A LA SALIDA DEL DT,216,4,216,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-AH101,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-AH103,TRANSMISOR DE HEXANO BAJO EL DEPOSITO DE HEXANO,217,4,217,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-AH103,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-AH102,TRANSMISOR DE HEXANO BAJO EL EXTRACTOR,218,4,218,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-AH102,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-AH105,TRANSMISOR DE HEXANO EN EL PILON DE SERVICIO,219,4,219,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-AH105,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-AH104,TRANSMISOR DE HEXANO EN LA SALIDA DEL REHERVIDOR,220,4,220,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-AH104,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,contenedor_scoring,282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,3,27,NO,200,0,200,ancestro_project_exacto,282896:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE,P10-EXT-LGC-SOLVENTE,Sin match puntual; contenedor único por ancestro Project P10-EXT-LGC-SOLVENTE.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
match_elemento_puntual,elemento_puntual,P10-EXT-TST-DT250,TOSTER DT250,230,3,230,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-EXTRACCION,P10 > P10-EXT-LGC-EXTRACCION,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,btz_description_03,,,,,,,,,,,,,Coincidencia exacta única con elemento Revit.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-TST-DT250,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-CND-HX303,CONDENSADOR DT P10,231,4,231,P10-EXT-TST-DT250,P10-EXT-TST-DT250,P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 > P10-EXT-CND-HX303 COND DT,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_scoring,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,3,27,NO,200,0,200,ancestro_project_exacto,282656:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,P10-EXT-TST-DT250,Sin match puntual; contenedor único por ancestro Project P10-EXT-TST-DT250.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-TST-DT250,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-LGC-VLV,CONJUNTO DE VALVULAS DE SEGURIDAD DEL TOSTER,232,4,232,P10-EXT-TST-DT250,P10-EXT-TST-DT250,P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 > P10-EXT-LGC-VLV SEG DT250,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_scoring,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,3,27,NO,200,0,200,ancestro_project_exacto,282656:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,P10-EXT-TST-DT250,Sin match puntual; contenedor único por ancestro Project P10-EXT-TST-DT250.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-TST-DT250,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
asignable_a_contenedor,contenedor_por_ancestro_project,P10-EXT-VLV-PRV259,"SEGURIDAD VAPOR DIRECTO PISO INFERIOR 3,1 BAR, 6 PULG A 8 PULG SERIE 150",233,5,233,P10-EXT-LGC-VLV SEG DT250,P10-EXT-LGC-VLV,P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 > P10-EXT-LGC-VLV,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 > P10-EXT-LGC-VLV SEG DT250,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 > P10-EXT-LGC-VLV SEG DT250 > P10-EXT-VLV-PRV259,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,contenedor_scoring,282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,3,27,NO,200,0,200,ancestro_project_exacto,282656:200:P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250,P10-EXT-TST-DT250,Sin match puntual; contenedor único por ancestro Project P10-EXT-TST-DT250.,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-TST-DT250,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado_auto
