element_id,unique_id,btz_numero_activo,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,btz_description_31,btz_description_32,btz_description_33,btz_description_34,btz_description_35,btz_description_36,btz_description_37,btz_description_38,btz_description_39,btz_description_40,btz_description_41,btz_description_42,btz_description_43,btz_description_44,btz_description_45,btz_description_46,btz_description_47,btz_description_48,btz_description_49,btz_description_50,btz_description_51,btz_description_52,btz_description_53,btz_description_54,btz_description_55,btz_description_56,btz_description_57,btz_description_58,btz_description_59,btz_description_60,btz_description_61,btz_description_62,btz_description_63,btz_description_64,btz_description_65,btz_description_66,btz_description_67,btz_description_68,btz_description_69,btz_description_70,btz_description_71,btz_description_72,btz_description_73,btz_description_74,btz_description_75,btz_description_76,btz_description_77,btz_description_78,btz_description_79,btz_description_80,estado_match,estado_confirmacion,observacion,limpiar_valores
414821,588948db-dff1-4d88-9ae5-3f6f08daf997-00065465,PR-EXT1-LGC-CONDENSADORES,PR,PR-EXT1-LGC-EXTRACCION 1,PR-EXT1-LGC-CONDENSADORES,PR-EXT1-CND-I19,PR-EXT1-BMB-P019,PR-EXT1-EYC-I41/19,PR-EXT1-CND-I19B,PR-EXT1-EYC-I41/19B,PR-EXT1-CND-I20A,PR-EXT1-CND-I20B,PR-EXT1-CND-I20C,PR-EXT1-CND-I20D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-EXT1-CND-I19 escrito en btz_description_04 | hijo Project PR-EXT1-BMB-P019 escrito en btz_description_05 | hijo Project PR-EXT1-EYC-I41/19 escrito en btz_description_06 | hijo Project PR-EXT1-CND-I19B escrito en btz_description_07 | hijo Project PR-EXT1-EYC-I41/19B escrito en btz_description_08 | hijo Project PR-EXT1-CND-I20A escrito en btz_description_09 | hijo Project PR-EXT1-CND-I20B escrito en btz_description_10 | hijo Project PR-EXT1-CND-I20C escrito en btz_description_11 | hijo Project PR-EXT1-CND-I20D escrito en btz_description_12,NO
372206,c1b86e07-db16-4679-93c3-323d244a69e5-0005adee,PR-EXT1-LGC-ENFRIADORES,PR,PR-EXT1-LGC-EXTRACCION 1,PR-EXT1-LGC-ENFRIADORES,PR-EXT1-ENF-I181A/B,PR-EXT1-ENF-I581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-EXT1-ENF-I181A/B escrito en btz_description_04 | hijo Project PR-EXT1-ENF-I581 escrito en btz_description_05,NO
380734,78d32039-a934-4204-a849-af0b99e119be-0005cf3e,PR-EXT1-LGC-GRANULADORES,PR,PR-EXT1-LGC-EXTRACCION 1,PR-EXT1-LGC-GRANULADORES,PR-EXT1-ENF-I13,PR-EXT1-CCL-C01,PR-EXT1-VLV-VR01,PR-EXT1-VNT-EH01,PR-EXT1-CCL-C02,PR-EXT1-VLV-VR02,PR-EXT1-VNT-EH02,PR-EXT1-CCL-C03,PR-EXT1-VLV-VR03,PR-EXT1-VNT-EH03,PR-EXT1-CCL-C04,PR-EXT1-VLV-VR04,PR-EXT1-VNT-EH04,PR-EXT1-CCL-C05,PR-EXT1-VLV-VR05,PR-EXT1-VNT-EH05,PR-EXT1-CCL-C06,PR-EXT1-VLV-VR06,PR-EXT1-VNT-EH06,PR-EXT1-CCL-C07,PR-EXT1-VLV-VR07,PR-EXT1-VNT-EH07,PR-EXT1-CCL-C08,PR-EXT1-VLV-VR08,PR-EXT1-VNT-EH08,PR-EXT1-CCL-C09,PR-EXT1-VLV-VR09,PR-EXT1-VNT-EH09,PR-EXT1-CCL-C10,PR-EXT1-VLV-VR10,PR-EXT1-VNT-EH10,PR-EXT1-CCL-C11,PR-EXT1-VLV-VR11,PR-EXT1-VNT-EH11,PR-EXT1-CCL-C12,PR-EXT1-VLV-VR12,PR-EXT1-VNT-EH12,PR-EXT1-CCL-C13,PR-EXT1-VLV-VR13,PR-EXT1-VNT-EH13,PR-EXT1-VLV-SOV-I13,PR-EXT1-GRN-GA01,PR-EXT1-ALM-AG01,PR-EXT1-GRN-GA02,PR-EXT1-ALM-AG02,PR-EXT1-GRN-GA03,PR-EXT1-ALM-AG03,PR-EXT1-GRN-GA04,PR-EXT1-ALM-AG04,PR-EXT1-GRN-GA05,PR-EXT1-ALM-AG05,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-EXT1-ENF-I13 escrito en btz_description_04 | hijo Project PR-EXT1-CCL-C01 escrito en btz_description_05 | hijo Project PR-EXT1-VLV-VR01 escrito en btz_description_06 | hijo Project PR-EXT1-VNT-EH01 escrito en btz_description_07 | hijo Project PR-EXT1-CCL-C02 escrito en btz_description_08 | hijo Project PR-EXT1-VLV-VR02 escrito en btz_description_09 | hijo Project PR-EXT1-VNT-EH02 escrito en btz_description_10 | hijo Project PR-EXT1-CCL-C03 escrito en btz_description_11 | hijo Project PR-EXT1-VLV-VR03 escrito en btz_description_12 | hijo Project PR-EXT1-VNT-EH03 escrito en btz_description_13 | hijo Project PR-EXT1-CCL-C04 escrito en btz_description_14 | hijo Project PR-EXT1-VLV-VR04 escrito en btz_description_15 | hijo Project PR-EXT1-VNT-EH04 escrito en btz_description_16 | hijo Project PR-EXT1-CCL-C05 escrito en btz_description_17 | hijo Project PR-EXT1-VLV-VR05 escrito en btz_description_18 | hijo Project PR-EXT1-VNT-EH05 escrito en btz_description_19 | hijo Project PR-EXT1-CCL-C06 escrito en btz_description_20 | hijo Project PR-EXT1-VLV-VR06 escrito en btz_description_21 | hijo Project PR-EXT1-VNT-EH06 escrito en btz_description_22 | hijo Project PR-EXT1-CCL-C07 escrito en btz_description_23 | hijo Project PR-EXT1-VLV-VR07 escrito en btz_description_24 | hijo Project PR-EXT1-VNT-EH07 escrito en btz_description_25 | hijo Project PR-EXT1-CCL-C08 escrito en btz_description_26 | hijo Project PR-EXT1-VLV-VR08 escrito en btz_description_27 | hijo Project PR-EXT1-VNT-EH08 escrito en btz_description_28 | hijo Project PR-EXT1-CCL-C09 escrito en btz_description_29 | hijo Project PR-EXT1-VLV-VR09 escrito en btz_description_30 | hijo Project PR-EXT1-VNT-EH09 escrito en btz_description_31 | hijo Project PR-EXT1-CCL-C10 escrito en btz_description_32 | hijo Project PR-EXT1-VLV-VR10 escrito en btz_description_33 | hijo Project PR-EXT1-VNT-EH10 escrito en btz_description_34 | hijo Project PR-EXT1-CCL-C11 escrito en btz_description_35 | hijo Project PR-EXT1-VLV-VR11 escrito en btz_description_36 | hijo Project PR-EXT1-VNT-EH11 escrito en btz_description_37 | hijo Project PR-EXT1-CCL-C12 escrito en btz_description_38 | hijo Project PR-EXT1-VLV-VR12 escrito en btz_description_39 | hijo Project PR-EXT1-VNT-EH12 escrito en btz_description_40 | hijo Project PR-EXT1-CCL-C13 escrito en btz_description_41 | hijo Project PR-EXT1-VLV-VR13 escrito en btz_description_42 | hijo Project PR-EXT1-VNT-EH13 escrito en btz_description_43 | hijo Project PR-EXT1-VLV-SOV-I13 escrito en btz_description_44 | hijo Project PR-EXT1-GRN-GA01 escrito en btz_description_45 | hijo Project PR-EXT1-ALM-AG01 escrito en btz_description_46 | hijo Project PR-EXT1-GRN-GA02 escrito en btz_description_47 | hijo Project PR-EXT1-ALM-AG02 escrito en btz_description_48 | hijo Project PR-EXT1-GRN-GA03 escrito en btz_description_49 | hijo Project PR-EXT1-ALM-AG03 escrito en btz_description_50 | hijo Project PR-EXT1-GRN-GA04 escrito en btz_description_51 | hijo Project PR-EXT1-ALM-AG04 escrito en btz_description_52 | hijo Project PR-EXT1-GRN-GA05 escrito en btz_description_53 | hijo Project PR-EXT1-ALM-AG05 escrito en btz_description_54,NO
414583,588948db-dff1-4d88-9ae5-3f6f08daf997-00065377,PR-EXT1-LGC-TANQUES,PR,PR-EXT1-LGC-EXTRACCION 1,PR-EXT1-LGC-TANQUES,PR-EXT1-TNQ-ACC,PR-EXT1-BMB-ACCR1,PR-EXT1-VLV-FCV-ACC,PR-EXT1-TNQ-I17,PR-EXT1-BMB-P008A,PR-EXT1-BMB-P008B,PR-EXT1-BMB-P017,PR-EXT1-VLV-FLCV-I17,PR-EXT1-TNQ-I32A,PR-EXT1-BMB-P001TS,PR-EXT1-TNQ-I46,PR-EXT1-VLV-SOV-I46,PR-EXT1-TNQ-I537,PR-EXT1-TNQ-I582L,PR-EXT1-BMB-P582L,PR-EXT1-BMB-P582L1,PR-EXT1-VLV-LCV-I582,PR-EXT1-TNQ-I63A,PR-EXT1-BMB-P063,PR-EXT1-BMB-P063/1,PR-EXT1-TNQ-I63B/C,PR-EXT1-TNQ-IPTS1,PR-EXT1-TNQ-LCT,PR-EXT1-AGT-TK,PR-EXT1-TNQ-MAD,PR-EXT1-VLV-FCV-AHD,PR-EXT1-TNQ-RVDT201,PR-EXT1-TNQ-SH01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-EXT1-TNQ-ACC escrito en btz_description_04 | hijo Project PR-EXT1-BMB-ACCR1 escrito en btz_description_05 | hijo Project PR-EXT1-VLV-FCV-ACC escrito en btz_description_06 | hijo Project PR-EXT1-TNQ-I17 escrito en btz_description_07 | hijo Project PR-EXT1-BMB-P008A escrito en btz_description_08 | hijo Project PR-EXT1-BMB-P008B escrito en btz_description_09 | hijo Project PR-EXT1-BMB-P017 escrito en btz_description_10 | hijo Project PR-EXT1-VLV-FLCV-I17 escrito en btz_description_11 | hijo Project PR-EXT1-TNQ-I32A escrito en btz_description_12 | hijo Project PR-EXT1-BMB-P001TS escrito en btz_description_13 | hijo Project PR-EXT1-TNQ-I46 escrito en btz_description_14 | hijo Project PR-EXT1-VLV-SOV-I46 escrito en btz_description_15 | hijo Project PR-EXT1-TNQ-I537 escrito en btz_description_16 | hijo Project PR-EXT1-TNQ-I582L escrito en btz_description_17 | hijo Project PR-EXT1-BMB-P582L escrito en btz_description_18 | hijo Project PR-EXT1-BMB-P582L1 escrito en btz_description_19 | hijo Project PR-EXT1-VLV-LCV-I582 escrito en btz_description_20 | hijo Project PR-EXT1-TNQ-I63A escrito en btz_description_21 | hijo Project PR-EXT1-BMB-P063 escrito en btz_description_22 | hijo Project PR-EXT1-BMB-P063/1 escrito en btz_description_23 | hijo Project PR-EXT1-TNQ-I63B/C escrito en btz_description_24 | hijo Project PR-EXT1-TNQ-IPTS1 escrito en btz_description_25 | hijo Project PR-EXT1-TNQ-LCT escrito en btz_description_26 | hijo Project PR-EXT1-AGT-TK escrito en btz_description_27 | hijo Project PR-EXT1-TNQ-MAD escrito en btz_description_28 | hijo Project PR-EXT1-VLV-FCV-AHD escrito en btz_description_29 | hijo Project PR-EXT1-TNQ-RVDT201 escrito en btz_description_30 | hijo Project PR-EXT1-TNQ-SH01 escrito en btz_description_31,NO
377236,f26b48f9-0279-47cf-b5b3-6772136bf76f-0005c194,PR-EXT1-VNT-TE01,PR,PR-EXT1-LGC-EXTRACCION 1,PR-EXT1-LGC-TORRE ENFRIAMIENTO SULZER Nº 1,PR-EXT1-VNT-TE01,PR-EXT1-VNT-I136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-EXT1-VNT-I136 escrito en btz_description_05,NO
415162,588948db-dff1-4d88-9ae5-3f6f08daf997-000655ba,PR-EXT2-AGT-TK503B,PR,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-AGT-TK503B,PR-GRS-AGT-TBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-GRS-AGT-TBR escrito en btz_description_05,NO
415126,588948db-dff1-4d88-9ae5-3f6f08daf997-00065596,PR-EXT2-BMB-P002A,PR,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-EXTRACTOR TAPIZ I-3T,PR-EXT2-BMB-P002A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit,NO
415140,588948db-dff1-4d88-9ae5-3f6f08daf997-000655a4,PR-EXT2-CND-I20C,PR,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-CONDENSADORES,PR-EXT2-CND-I20C,PR-EXT2-CND-I19A,PR-EXT2-BMB-P019,PR-EXT2-EYC-I41/19,PR-EXT2-CND-I19B,PR-EXT2-EYC-I41/19B,PR-EXT2-CND-I20A,PR-EXT2-BMB-P020A,PR-EXT2-CND-I20B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-EXT2-CND-I19A escrito en btz_description_05 | hijo Project PR-EXT2-BMB-P019 escrito en btz_description_06 | hijo Project PR-EXT2-EYC-I41/19 escrito en btz_description_07 | hijo Project PR-EXT2-CND-I19B escrito en btz_description_08 | hijo Project PR-EXT2-EYC-I41/19B escrito en btz_description_09 | hijo Project PR-EXT2-CND-I20A escrito en btz_description_10 | hijo Project PR-EXT2-BMB-P020A escrito en btz_description_11 | hijo Project PR-EXT2-CND-I20B escrito en btz_description_12,NO
394169,a76015c2-c6f4-4057-9a15-5a3acb8b5871-000603b9,PR-EXT2-LGC-ENFRIADORES,PR,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-ENFRIADORES,PR-EXT2-ENF-I13,PR-EXT2-ENF-FMAC,PR-EXT2-ENF-I181B,PR-EXT2-ENF-I581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-EXT2-ENF-I13 escrito en btz_description_04 | hijo Project PR-EXT2-ENF-FMAC escrito en btz_description_05 | hijo Project PR-EXT2-ENF-I181B escrito en btz_description_06 | hijo Project PR-EXT2-ENF-I581 escrito en btz_description_07,NO
414296,588948db-dff1-4d88-9ae5-3f6f08daf997-00065258,PR-EXT2-LGC-GRANULADORES,PR,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GRANULADORES,PR-EXT2-GRN-GA01,PR-EXT2-ALM-AG01,PR-EXT2-GRN-GA02,PR-EXT2-ALM-AG02,PR-EXT2-GRN-GA03,PR-EXT2-ALM-AG03,PR-EXT2-GRN-GA04,PR-EXT2-ALM-AG04,PR-EXT2-GRN-GA05,PR-EXT2-ALM-AG05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-EXT2-GRN-GA01 escrito en btz_description_04 | hijo Project PR-EXT2-ALM-AG01 escrito en btz_description_05 | hijo Project PR-EXT2-GRN-GA02 escrito en btz_description_06 | hijo Project PR-EXT2-ALM-AG02 escrito en btz_description_07 | hijo Project PR-EXT2-GRN-GA03 escrito en btz_description_08 | hijo Project PR-EXT2-ALM-AG03 escrito en btz_description_09 | hijo Project PR-EXT2-GRN-GA04 escrito en btz_description_10 | hijo Project PR-EXT2-ALM-AG04 escrito en btz_description_11 | hijo Project PR-EXT2-GRN-GA05 escrito en btz_description_12 | hijo Project PR-EXT2-ALM-AG05 escrito en btz_description_13,NO
415133,588948db-dff1-4d88-9ae5-3f6f08daf997-0006559d,PR-EXT2-TNQ-SH02,PR,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TANQUES,PR-EXT2-TNQ-SH02,PR-EXT2-TNQ-FM01,PR-EXT2-AGT-TK01FM,PR-EXT2-BMB-CFM06,PR-EXT2-BMB-CFM08,PR-EXT2-BMB-CFM14,PR-EXT2-TNQ-FM02,PR-EXT2-AGT-TK02FM,PR-EXT2-BMB-CFM10,PR-EXT2-TNQ-FM04,PR-EXT2-AGT-TK04FM,PR-EXT2-TNQ-FM07,PR-EXT2-AGT-TK07FM,PR-EXT2-TNQ-FM15,PR-EXT2-AGT-TK15FM,PR-EXT2-TNQ-FM15B,PR-EXT2-AGT-TK15BFM,PR-EXT2-BMB-CFM27,PR-EXT2-TNQ-FM17,PR-EXT2-BMB-P008,PR-EXT2-TNQ-FM18,PR-EXT2-TNQ-FM21,PR-EXT2-AGT-TK21FM,PR-EXT2-BMB-CFM20,PR-EXT2-TNQ-FM25,PR-EXT2-AGT-TK25FM,PR-EXT2-BMB-CFM26,PR-EXT2-TNQ-FMS2,PR-EXT2-AGT-TKS2FM,PR-EXT2-TNQ-FMS5,PR-EXT2-AGT-TKS5FM,PR-EXT2-BMB-CFM03,PR-EXT2-BMB-CFM03B,PR-EXT2-TNQ-H511,PR-EXT2-BMB-P511,PR-EXT2-TNQ-I32A,PR-EXT2-BMB-P001TS,PR-EXT2-TNQ-I537,PR-EXT2-VLV-LCV-I537,PR-EXT2-TNQ-I582L,PR-EXT2-AGT-TK582,PR-EXT2-BMB-P582L,PR-EXT2-BMB-P582L1,PR-EXT2-BMB-P582L2,PR-EXT2-BMB-P582L3,PR-EXT2-BMB-P582L4,PR-EXT2-BMB-P582L4B,PR-EXT2-BMB-P582L5B,PR-EXT2-BMB-P582L6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-EXT2-TNQ-FM01 escrito en btz_description_05 | hijo Project PR-EXT2-AGT-TK01FM escrito en btz_description_06 | hijo Project PR-EXT2-BMB-CFM06 escrito en btz_description_07 | hijo Project PR-EXT2-BMB-CFM08 escrito en btz_description_08 | hijo Project PR-EXT2-BMB-CFM14 escrito en btz_description_09 | hijo Project PR-EXT2-TNQ-FM02 escrito en btz_description_10 | hijo Project PR-EXT2-AGT-TK02FM escrito en btz_description_11 | hijo Project PR-EXT2-BMB-CFM10 escrito en btz_description_12 | hijo Project PR-EXT2-TNQ-FM04 escrito en btz_description_13 | hijo Project PR-EXT2-AGT-TK04FM escrito en btz_description_14 | hijo Project PR-EXT2-TNQ-FM07 escrito en btz_description_15 | hijo Project PR-EXT2-AGT-TK07FM escrito en btz_description_16 | hijo Project PR-EXT2-TNQ-FM15 escrito en btz_description_17 | hijo Project PR-EXT2-AGT-TK15FM escrito en btz_description_18 | hijo Project PR-EXT2-TNQ-FM15B escrito en btz_description_19 | hijo Project PR-EXT2-AGT-TK15BFM escrito en btz_description_20 | hijo Project PR-EXT2-BMB-CFM27 escrito en btz_description_21 | hijo Project PR-EXT2-TNQ-FM17 escrito en btz_description_22 | hijo Project PR-EXT2-BMB-P008 escrito en btz_description_23 | hijo Project PR-EXT2-TNQ-FM18 escrito en btz_description_24 | hijo Project PR-EXT2-TNQ-FM21 escrito en btz_description_25 | hijo Project PR-EXT2-AGT-TK21FM escrito en btz_description_26 | hijo Project PR-EXT2-BMB-CFM20 escrito en btz_description_27 | hijo Project PR-EXT2-TNQ-FM25 escrito en btz_description_28 | hijo Project PR-EXT2-AGT-TK25FM escrito en btz_description_29 | hijo Project PR-EXT2-BMB-CFM26 escrito en btz_description_30 | hijo Project PR-EXT2-TNQ-FMS2 escrito en btz_description_31 | hijo Project PR-EXT2-AGT-TKS2FM escrito en btz_description_32 | hijo Project PR-EXT2-TNQ-FMS5 escrito en btz_description_33 | hijo Project PR-EXT2-AGT-TKS5FM escrito en btz_description_34 | hijo Project PR-EXT2-BMB-CFM03 escrito en btz_description_35 | hijo Project PR-EXT2-BMB-CFM03B escrito en btz_description_36 | hijo Project PR-EXT2-TNQ-H511 escrito en btz_description_37 | hijo Project PR-EXT2-BMB-P511 escrito en btz_description_38 | hijo Project PR-EXT2-TNQ-I32A escrito en btz_description_39 | hijo Project PR-EXT2-BMB-P001TS escrito en btz_description_40 | hijo Project PR-EXT2-TNQ-I537 escrito en btz_description_41 | hijo Project PR-EXT2-VLV-LCV-I537 escrito en btz_description_42 | hijo Project PR-EXT2-TNQ-I582L escrito en btz_description_43 | hijo Project PR-EXT2-AGT-TK582 escrito en btz_description_44 | hijo Project PR-EXT2-BMB-P582L escrito en btz_description_45 | hijo Project PR-EXT2-BMB-P582L1 escrito en btz_description_46 | hijo Project PR-EXT2-BMB-P582L2 escrito en btz_description_47 | hijo Project PR-EXT2-BMB-P582L3 escrito en btz_description_48 | hijo Project PR-EXT2-BMB-P582L4 escrito en btz_description_49 | hijo Project PR-EXT2-BMB-P582L4B escrito en btz_description_50 | hijo Project PR-EXT2-BMB-P582L5B escrito en btz_description_51 | hijo Project PR-EXT2-BMB-P582L6 escrito en btz_description_52,NO
396078,32e5720f-4901-48e3-8bc1-287fb1eaae75-00060b2e,PR-EXT2-BMB-03TE2,PR,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ENFRIAMIENTO SULZER Nº 2 <OESTE>,PR-EXT2-BMB-03TE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit,NO
415151,588948db-dff1-4d88-9ae5-3f6f08daf997-000655af,PR-EXT2-ALM-ATE2,PR,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-ALM-ATE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit,NO
369831,c1b86e07-db16-4679-93c3-323d244a69e5-0005a4a7,PR-LAB-VNT-EGCP1,PR,PR-LAB-LGC-LABORATORIO,PR-LAB-LGC-GENERAL,PR-LAB-VNT-EGCP1,PR-LAB-AGT-MAG,PR-LAB-AGT-SED,PR-LAB-BAT-BREC,PR-LAB-BLN-1518,PR-LAB-BLN-2000,PR-LAB-BLN-CAL,PR-LAB-BLN-LAB,PR-LAB-BLN-LCC,PR-LAB-BMB-VAC,PR-LAB-BÑO-TER,PR-LAB-CAL-TRM,PR-LAB-CEN-ROL1,PR-LAB-CEN-ROL2,PR-LAB-CON-ALT,PR-LAB-CRM-6890,PR-LAB-DTR-ION1,PR-LAB-DTR-ION2,PR-LAB-DTR-KJEL,PR-LAB-DTR-SEMI,PR-LAB-ESF-CIE1,PR-LAB-ESF-CIE2,PR-LAB-ESF-FAL,PR-LAB-ESF-SHEL,PR-LAB-ESP-1700,PR-LAB-ESP-325,PR-LAB-EXT-TWI,PR-LAB-HGR-DEL,PR-LAB-HMD-CC,PR-LAB-HMD-TEC,PR-LAB-HRN-MUF,PR-LAB-HRN-PRO,PR-LAB-MCR-OLY,PR-LAB-MLN-ANA,PR-LAB-MLN-ANA1,PR-LAB-MLN-ANAR,PR-LAB-MLN-TEC1,PR-LAB-MLN-TEC2,PR-LAB-MTR-VLM,PR-LAB-PHC-ALT,PR-LAB-PSS-PTR,PR-LAB-RFR-ABBE,PR-LAB-RNC-679,PR-LAB-TNT-LOV,PR-LAB-TRM-EYD,PR-LAB-UPS-UPS1,PR-LAB-VNT-EGCP2,PR-LAB-VNT-EGCP3,PR-LAB-VNT-EGMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | match_elemento_puntual confirmado desde Project/Revit | hijo Project PR-LAB-AGT-MAG escrito en btz_description_05 | hijo Project PR-LAB-AGT-SED escrito en btz_description_06 | hijo Project PR-LAB-BAT-BREC escrito en btz_description_07 | hijo Project PR-LAB-BLN-1518 escrito en btz_description_08 | hijo Project PR-LAB-BLN-2000 escrito en btz_description_09 | hijo Project PR-LAB-BLN-CAL escrito en btz_description_10 | hijo Project PR-LAB-BLN-LAB escrito en btz_description_11 | hijo Project PR-LAB-BLN-LCC escrito en btz_description_12 | hijo Project PR-LAB-BMB-VAC escrito en btz_description_13 | hijo Project PR-LAB-BÑO-TER escrito en btz_description_14 | hijo Project PR-LAB-CAL-TRM escrito en btz_description_15 | hijo Project PR-LAB-CEN-ROL1 escrito en btz_description_16 | hijo Project PR-LAB-CEN-ROL2 escrito en btz_description_17 | hijo Project PR-LAB-CON-ALT escrito en btz_description_18 | hijo Project PR-LAB-CRM-6890 escrito en btz_description_19 | hijo Project PR-LAB-DTR-ION1 escrito en btz_description_20 | hijo Project PR-LAB-DTR-ION2 escrito en btz_description_21 | hijo Project PR-LAB-DTR-KJEL escrito en btz_description_22 | hijo Project PR-LAB-DTR-SEMI escrito en btz_description_23 | hijo Project PR-LAB-ESF-CIE1 escrito en btz_description_24 | hijo Project PR-LAB-ESF-CIE2 escrito en btz_description_25 | hijo Project PR-LAB-ESF-FAL escrito en btz_description_26 | hijo Project PR-LAB-ESF-SHEL escrito en btz_description_27 | hijo Project PR-LAB-ESP-1700 escrito en btz_description_28 | hijo Project PR-LAB-ESP-325 escrito en btz_description_29 | hijo Project PR-LAB-EXT-TWI escrito en btz_description_30 | hijo Project PR-LAB-HGR-DEL escrito en btz_description_31 | hijo Project PR-LAB-HMD-CC escrito en btz_description_32 | hijo Project PR-LAB-HMD-TEC escrito en btz_description_33 | hijo Project PR-LAB-HRN-MUF escrito en btz_description_34 | hijo Project PR-LAB-HRN-PRO escrito en btz_description_35 | hijo Project PR-LAB-MCR-OLY escrito en btz_description_36 | hijo Project PR-LAB-MLN-ANA escrito en btz_description_37 | hijo Project PR-LAB-MLN-ANA1 escrito en btz_description_38 | hijo Project PR-LAB-MLN-ANAR escrito en btz_description_39 | hijo Project PR-LAB-MLN-TEC1 escrito en btz_description_40 | hijo Project PR-LAB-MLN-TEC2 escrito en btz_description_41 | hijo Project PR-LAB-MTR-VLM escrito en btz_description_42 | hijo Project PR-LAB-PHC-ALT escrito en btz_description_43 | hijo Project PR-LAB-PSS-PTR escrito en btz_description_44 | hijo Project PR-LAB-RFR-ABBE escrito en btz_description_45 | hijo Project PR-LAB-RNC-679 escrito en btz_description_46 | hijo Project PR-LAB-TNT-LOV escrito en btz_description_47 | hijo Project PR-LAB-TRM-EYD escrito en btz_description_48 | hijo Project PR-LAB-UPS-UPS1 escrito en btz_description_49 | hijo Project PR-LAB-VNT-EGCP2 escrito en btz_description_50 | hijo Project PR-LAB-VNT-EGCP3 escrito en btz_description_51 | hijo Project PR-LAB-VNT-EGMG escrito en btz_description_52,NO
