element_id,unique_id,btz_numero_activo,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,btz_description_31,btz_description_32,btz_description_33,btz_description_34,btz_description_35,btz_description_36,btz_description_37,btz_description_38,btz_description_39,btz_description_40,btz_description_41,btz_description_42,btz_description_43,btz_description_44,btz_description_45,btz_description_46,btz_description_47,btz_description_48,btz_description_49,btz_description_50,btz_description_51,btz_description_52,btz_description_53,btz_description_54,btz_description_55,btz_description_56,btz_description_57,btz_description_58,btz_description_59,btz_description_60,btz_description_61,btz_description_62,btz_description_63,btz_description_64,btz_description_65,btz_description_66,btz_description_67,btz_description_68,btz_description_69,btz_description_70,btz_description_71,btz_description_72,btz_description_73,btz_description_74,btz_description_75,btz_description_76,btz_description_77,btz_description_78,btz_description_79,btz_description_80,estado_match,estado_confirmacion,observacion,limpiar_valores
196831,25d0f85d-57da-4cae-8ca2-9b682363407e-000300df,TE-ACT-TNQ-TK4,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES ACEITE,TE-ACT-TNQ-TK4,TE-ACT-CÑR-CAÑERIA,TE-ACT-VLV-TFPD-11145,TE-ACT-VLV-TFPD-11146,TE-ACT-TNQ-TK10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-ACT-CÑR-CAÑERIA escrito en btz_description_05 (element_id=196831) | hijo Project TE-ACT-VLV-TFPD-11145 escrito en btz_description_06 (element_id=196831) | hijo Project TE-ACT-VLV-TFPD-11146 escrito en btz_description_07 (element_id=196831) | hijo Project TE-ACT-TNQ-TK10 escrito en btz_description_08 (element_id=196831),NO
239885,25d0f85d-57da-4cae-8ca2-9b682363407e-0003a90d,TE-ACT-TNQ-TK5,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES ACEITE,TE-ACT-TNQ-TK5,TE-GLC-BMB-BO303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-GLC-BMB-BO303 escrito en btz_description_05 (element_id=239885),NO
239868,25d0f85d-57da-4cae-8ca2-9b682363407e-0003a8fc,TE-ACT-TNQ-TK6,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES ACEITE,TE-ACT-TNQ-TK6,TE-ACT-AGT-AG500,TE-GLC-BMB-BO302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-ACT-AGT-AG500 escrito en btz_description_05 (element_id=239868) | hijo Project TE-GLC-BMB-BO302 escrito en btz_description_06 (element_id=239868),NO
239853,25d0f85d-57da-4cae-8ca2-9b682363407e-0003a8ed,TE-ACT-TNQ-TK7,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES ACEITE,TE-ACT-TNQ-TK7,TE-ACT-TNQ-TK9,TE-GLC-BMB-BO301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-ACT-TNQ-TK9 escrito en btz_description_05 (element_id=239853) | hijo Project TE-GLC-BMB-BO301 escrito en btz_description_06 (element_id=239853),NO
287288,3ef3eb15-44e2-4f2f-86e5-968d98d4d492-00046238,TE-LCT-TNQ-TK8,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES ACEITE,TE-LCT-TNQ-TK8,TE-LCT-CLT-CALDERIN,TE-GLC-BMB-BO306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-LCT-CLT-CALDERIN escrito en btz_description_05 (element_id=287288) | hijo Project TE-GLC-BMB-BO306 escrito en btz_description_06 (element_id=287288),NO
244647,537a4952-56a2-40b2-b335-4f8c5f98eeab-0003bba7,TE-ACT-PLA-CARGDESCACEOSL,TE,TE-ACT-PLA-CARGDESCACEOSL,TE-ACT-PLA-CARGDESCACEOSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit,NO
174229,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002a895,TE-ACT-TNQ-TK12,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES ACEITE OSL,TE-ACT-TNQ-TK12,TE-ACT-PLM-AIRE2,TE-FUEL-BMB-BO410,TE-ACT-AGT-AG503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-ACT-PLM-AIRE2 escrito en btz_description_05 (element_id=174229) | hijo Project TE-FUEL-BMB-BO410 escrito en btz_description_06 (element_id=174229) | hijo Project TE-ACT-AGT-AG503 escrito en btz_description_07 (element_id=174229),NO
363228,c5789114-c0d4-413a-baf1-dd659684e66c-00058adc,TE-ADM-EDF-COCHERAS,TE,TE-ADM-LGC-EDIFICIOS VARIOS,TE-ADM-EDF-COCHERAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit,NO
364734,c5789114-c0d4-413a-baf1-dd659684e66c-000590be,TE-ADM-EDF-COMEDOR,TE,TE-ADM-LGC-EDIFICIOS VARIOS,TE-ADM-EDF-COMEDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit,NO
243861,94c5ceaf-9c93-4a8b-ad76-b4723e012880-0003b895,TE-ADM-EDF-DPTO,TE,TE-ADM-LGC-EDIFICIOS VARIOS,TE-ADM-EDF-DPTO MEDICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit,NO
166752,e873c32e-5e0c-4f36-b2a7-48d4917bce06-00028b60,TE-ADM-EDF-PORTERIA,TE,TE-ADM-LGC-EDIFICIOS VARIOS,TE-ADM-EDF-PORTERIA,,TE-ADM-EDF-BICICLETERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-ADM-EDF-BICICLETERO escrito en btz_description_05 (element_id=166752),NO
240182,25d0f85d-57da-4cae-8ca2-9b682363407e-0003aa36,TE-ADM-EDF-VESTUARIOS,TE,TE-ADM-LGC-EDIFICIOS VARIOS,TE-ADM-EDF-VESTUARIOS GRALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit,NO
349738,166708fd-8f1f-4231-bc3b-68b8d7570667-0005562a,TE-TDM-CNT-C01,TE,TE-TDM-LGC-TORRE DE MANIPULEO,TE-TDM-LGC-GALERIA C01/C05,TE-TDM-CNT-C01,TE-TDM-LGC-GALERIA,TE-TDM-SRN-SIRC01,TE-TDM-ASP-ASPERSOR,TE-TDM-CMP-COM1,TE-TDM-VLV-VRFMTDM,TE-TDM-VLV-ABE2,TE-TDM-AIR-AIRTM0-1,TE-TDM-LGC-BANCO,TE-TDM-VLV-P71,TE-TDM-VNT-B35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-TDM-LGC-GALERIA escrito en btz_description_05 (element_id=349738) | hijo Project TE-TDM-SRN-SIRC01 escrito en btz_description_06 (element_id=349738) | hijo Project TE-TDM-ASP-ASPERSOR escrito en btz_description_07 (element_id=349738) | hijo Project TE-TDM-CMP-COM1 escrito en btz_description_08 (element_id=349738) | hijo Project TE-TDM-VLV-VRFMTDM escrito en btz_description_09 (element_id=349738) | hijo Project TE-TDM-VLV-ABE2 escrito en btz_description_10 (element_id=349738) | hijo Project TE-TDM-AIR-AIRTM0-1 escrito en btz_description_11 (element_id=349738) | hijo Project TE-TDM-LGC-BANCO escrito en btz_description_12 (element_id=349738) | hijo Project TE-TDM-VLV-P71 escrito en btz_description_13 (element_id=349738) | hijo Project TE-TDM-VNT-B35 escrito en btz_description_14 (element_id=349738),NO
374208,1dd9711a-59af-4c3f-8b41-17903a787e86-0005b5c0,TE-TDM-CNT-C05,TE,TE-TDM-LGC-TORRE DE MANIPULEO,TE-TDM-LGC-GALERIA C01/C05,TE-TDM-CNT-C05,TE-TDM-VLV-Q01,TE-TDM-VLV-Q02,TE-TDM-VLV-Q03,TE-TDM-VLV-Q04,TE-TDM-VLV-Q05,TE-TDM-VLV-Q06,TE-TDM-CNT-SACAMMETALES,TE-TDM-BMB-BATM2,TE-TDM-FLT-FMTDM,TE-TDM-LGC-BALANZAS,TE-TDM-VLV-ABE3,TE-TDM-AIR-AIRTM0-2,TE-TDM-SRN-SIR,TE-TDM-VLV-P81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-TDM-VLV-Q01 escrito en btz_description_05 (element_id=374208) | hijo Project TE-TDM-VLV-Q02 escrito en btz_description_06 (element_id=374208) | hijo Project TE-TDM-VLV-Q03 escrito en btz_description_07 (element_id=374208) | hijo Project TE-TDM-VLV-Q04 escrito en btz_description_08 (element_id=374208) | hijo Project TE-TDM-VLV-Q05 escrito en btz_description_09 (element_id=374208) | hijo Project TE-TDM-VLV-Q06 escrito en btz_description_10 (element_id=374208) | hijo Project TE-TDM-CNT-SACAMMETALES escrito en btz_description_11 (element_id=374208) | hijo Project TE-TDM-BMB-BATM2 escrito en btz_description_12 (element_id=374208) | hijo Project TE-TDM-FLT-FMTDM escrito en btz_description_13 (element_id=374208) | hijo Project TE-TDM-LGC-BALANZAS escrito en btz_description_14 (element_id=374208) | hijo Project TE-TDM-VLV-ABE3 escrito en btz_description_15 (element_id=374208) | hijo Project TE-TDM-AIR-AIRTM0-2 escrito en btz_description_16 (element_id=374208) | hijo Project TE-TDM-SRN-SIR escrito en btz_description_17 (element_id=374208) | hijo Project TE-TDM-VLV-P81 escrito en btz_description_18 (element_id=374208),NO
243779,94c5ceaf-9c93-4a8b-ad76-b4723e012880-0003b843,TE-CLD-LGC-CALADO,TE,TE-ADM-LGC-EDIFICIOS VARIOS,TE-CLD-LGC-DPTOCALIDAD,TE-CLD-LGC-CALADO CAMIONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit,NO
314154,dc2f52e8-69c4-45c8-a7dd-658a902d58d3-0004cb2a,TE-DDC-PTV-PV1,TE,TE-DDC-LGC-DESCARGA CAMIONES,TE-DDC-PTV-PV1,,TE-DDC-FLT-FMDDC,TE-DDC-LGC-PLAT,TE-DDC-CHD-CHPV1,TE-DDC-CLZ-CPV1,TE-DDC-CHD-CHCALZPV01,TE-DDC-SIS-DUSTMASTER-PV1,TE-DDC-VLV-PV1A,TE-DDC-VLV-PV1B,TE-DDC-VLV-PV1C,TE-DDC-VLV-PV1D,TE-DDC-VLV-PV1E,TE-DDC-VLV-PV1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-DDC-FLT-FMDDC escrito en btz_description_05 (element_id=314154) | hijo Project TE-DDC-LGC-PLAT escrito en btz_description_06 (element_id=314154) | hijo Project TE-DDC-CHD-CHPV1 escrito en btz_description_07 (element_id=314154) | hijo Project TE-DDC-CLZ-CPV1 escrito en btz_description_08 (element_id=314154) | hijo Project TE-DDC-CHD-CHCALZPV01 escrito en btz_description_09 (element_id=314154) | hijo Project TE-DDC-SIS-DUSTMASTER-PV1 escrito en btz_description_10 (element_id=314154) | hijo Project TE-DDC-VLV-PV1A escrito en btz_description_11 (element_id=314154) | hijo Project TE-DDC-VLV-PV1B escrito en btz_description_12 (element_id=314154) | hijo Project TE-DDC-VLV-PV1C escrito en btz_description_13 (element_id=314154) | hijo Project TE-DDC-VLV-PV1D escrito en btz_description_14 (element_id=314154) | hijo Project TE-DDC-VLV-PV1E escrito en btz_description_15 (element_id=314154) | hijo Project TE-DDC-VLV-PV1F escrito en btz_description_16 (element_id=314154),NO
314190,dc2f52e8-69c4-45c8-a7dd-658a902d58d3-0004cb4e,TE-DDC-PTV-PV2,TE,TE-DDC-LGC-DESCARGA CAMIONES,TE-DDC-PTV-PV2,,TE-DDC-BRL-BFMDDC,TE-DDC-CHD-CHPV2,TE-DDC-CLZ-CPV2,TE-DDC-CHD-CHCALZPV02,TE-DDC-SIS-DUSTMASTER-PV2,TE-DDC-VLV-PV2A,TE-DDC-VLV-PV2B,TE-DDC-VLV-PV2C,TE-DDC-VLV-PV2D,TE-DDC-VLV-PV2E,TE-DDC-VLV-PV2F,TE-DDC-SIS-LUBCENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-DDC-BRL-BFMDDC escrito en btz_description_05 (element_id=314190) | hijo Project TE-DDC-CHD-CHPV2 escrito en btz_description_06 (element_id=314190) | hijo Project TE-DDC-CLZ-CPV2 escrito en btz_description_07 (element_id=314190) | hijo Project TE-DDC-CHD-CHCALZPV02 escrito en btz_description_08 (element_id=314190) | hijo Project TE-DDC-SIS-DUSTMASTER-PV2 escrito en btz_description_09 (element_id=314190) | hijo Project TE-DDC-VLV-PV2A escrito en btz_description_10 (element_id=314190) | hijo Project TE-DDC-VLV-PV2B escrito en btz_description_11 (element_id=314190) | hijo Project TE-DDC-VLV-PV2C escrito en btz_description_12 (element_id=314190) | hijo Project TE-DDC-VLV-PV2D escrito en btz_description_13 (element_id=314190) | hijo Project TE-DDC-VLV-PV2E escrito en btz_description_14 (element_id=314190) | hijo Project TE-DDC-VLV-PV2F escrito en btz_description_15 (element_id=314190) | hijo Project TE-DDC-SIS-LUBCENTRAL escrito en btz_description_16 (element_id=314190),NO
314219,dc2f52e8-69c4-45c8-a7dd-658a902d58d3-0004cb6b,TE-DDC-PTV-PV3,TE,TE-DDC-LGC-DESCARGA CAMIONES,TE-DDC-PTV-PV3,,TE-DDC-RSC-RFMDDC,TE-DDC-CHD-CHPV3,TE-DDC-CLZ-CPV3,TE-DDC-CHD-CHCALZPV03,TE-DDC-SIS-DUSTMASTER-PV3,TE-DDC-VLV-PV3A,TE-DDC-VLV-PV3B,TE-DDC-VLV-PV3C,TE-DDC-VLV-PV3D,TE-DDC-VLV-PV3E,TE-DDC-VLV-PV3F,TE-DDC-SIS-ASPIRACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-DDC-RSC-RFMDDC escrito en btz_description_05 (element_id=314219) | hijo Project TE-DDC-CHD-CHPV3 escrito en btz_description_06 (element_id=314219) | hijo Project TE-DDC-CLZ-CPV3 escrito en btz_description_07 (element_id=314219) | hijo Project TE-DDC-CHD-CHCALZPV03 escrito en btz_description_08 (element_id=314219) | hijo Project TE-DDC-SIS-DUSTMASTER-PV3 escrito en btz_description_09 (element_id=314219) | hijo Project TE-DDC-VLV-PV3A escrito en btz_description_10 (element_id=314219) | hijo Project TE-DDC-VLV-PV3B escrito en btz_description_11 (element_id=314219) | hijo Project TE-DDC-VLV-PV3C escrito en btz_description_12 (element_id=314219) | hijo Project TE-DDC-VLV-PV3D escrito en btz_description_13 (element_id=314219) | hijo Project TE-DDC-VLV-PV3E escrito en btz_description_14 (element_id=314219) | hijo Project TE-DDC-VLV-PV3F escrito en btz_description_15 (element_id=314219) | hijo Project TE-DDC-SIS-ASPIRACION escrito en btz_description_16 (element_id=314219),NO
314239,dc2f52e8-69c4-45c8-a7dd-658a902d58d3-0004cb7f,TE-DDC-PTV-PV4,TE,TE-DDC-LGC-DESCARGA CAMIONES,TE-DDC-PTV-PV4,,TE-DDC-VLV-VRFMDDC,TE-DDC-CHD-CHPV4,TE-DDC-CLZ-CPV4,TE-DDC-CHD-CHCALZPV04,TE-DDC-SIS-DUSTMASTER-PV4,TE-DDC-VLV-PV4A,TE-DDC-VLV-PV4B,TE-DDC-VLV-PV4C,TE-DDC-VLV-PV4D,TE-DDC-VLV-PV4E,TE-DDC-VLV-PV4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-DDC-VLV-VRFMDDC escrito en btz_description_05 (element_id=314239) | hijo Project TE-DDC-CHD-CHPV4 escrito en btz_description_06 (element_id=314239) | hijo Project TE-DDC-CLZ-CPV4 escrito en btz_description_07 (element_id=314239) | hijo Project TE-DDC-CHD-CHCALZPV04 escrito en btz_description_08 (element_id=314239) | hijo Project TE-DDC-SIS-DUSTMASTER-PV4 escrito en btz_description_09 (element_id=314239) | hijo Project TE-DDC-VLV-PV4A escrito en btz_description_10 (element_id=314239) | hijo Project TE-DDC-VLV-PV4B escrito en btz_description_11 (element_id=314239) | hijo Project TE-DDC-VLV-PV4C escrito en btz_description_12 (element_id=314239) | hijo Project TE-DDC-VLV-PV4D escrito en btz_description_13 (element_id=314239) | hijo Project TE-DDC-VLV-PV4E escrito en btz_description_14 (element_id=314239) | hijo Project TE-DDC-VLV-PV4F escrito en btz_description_15 (element_id=314239),NO
170458,e873c32e-5e0c-4f36-b2a7-48d4917bce06-000299da,TE-DDC-PTV-PV5,TE,TE-DDC-LGC-DESCARGA CAMIONES,TE-DDC-PTV-PV5,Es exclusivamente de la secadora,TE-DDC-LGC-DESCARGA,TE-DDC-VNT-VFMDDC,TE-DDC-CHD-CHPV5,TE-DDC-CLZ-CPV5,TE-DDC-CHD-CHCALZPV05,TE-DDC-FLT-FMAPV5,TE-DDC-SIS-DUSTMASTER-PV5,TE-DDC-VLV-PV5A,TE-DDC-VLV-PV5B,TE-DDC-VLV-PV5C,TE-DDC-VNT-VEFMAPV5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-DDC-LGC-DESCARGA escrito en btz_description_05 (element_id=170458) | hijo Project TE-DDC-VNT-VFMDDC escrito en btz_description_06 (element_id=170458) | hijo Project TE-DDC-CHD-CHPV5 escrito en btz_description_07 (element_id=170458) | hijo Project TE-DDC-CLZ-CPV5 escrito en btz_description_08 (element_id=170458) | hijo Project TE-DDC-CHD-CHCALZPV05 escrito en btz_description_09 (element_id=170458) | hijo Project TE-DDC-FLT-FMAPV5 escrito en btz_description_10 (element_id=170458) | hijo Project TE-DDC-SIS-DUSTMASTER-PV5 escrito en btz_description_11 (element_id=170458) | hijo Project TE-DDC-VLV-PV5A escrito en btz_description_12 (element_id=170458) | hijo Project TE-DDC-VLV-PV5B escrito en btz_description_13 (element_id=170458) | hijo Project TE-DDC-VLV-PV5C escrito en btz_description_14 (element_id=170458) | hijo Project TE-DDC-VNT-VEFMAPV5 escrito en btz_description_15 (element_id=170458),NO
352276,166708fd-8f1f-4231-bc3b-68b8d7570667-00056014,TE-EMB-LGC-DOLPHIN,TE,TE-EMB-LGC-SECTOR EMBARQUE,TE-EMB-LGC-DOLPHIN,,TE-EMB-LGC-CCM,TE-EMB-DLP-D1,TE-EMB-DLP-D2,TE-EMB-DLP-D3,TE-EMB-DLP-D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-EMB-LGC-CCM escrito en btz_description_05 (element_id=352276) | hijo Project TE-EMB-DLP-D1 escrito en btz_description_06 (element_id=352276) | hijo Project TE-EMB-DLP-D2 escrito en btz_description_07 (element_id=352276) | hijo Project TE-EMB-DLP-D3 escrito en btz_description_08 (element_id=352276) | hijo Project TE-EMB-DLP-D4 escrito en btz_description_09 (element_id=352276),NO
370890,c0e94eee-2efb-4074-b595-adbb9aa5b956-0005a8ca,TE-EMB-PSC-P1,TE,TE-EMB-LGC-SECTOR EMBARQUE,TE-EMB-LGC-PESCANTES,TE-EMB-PSC-P1,TE-EMB-CCM-CCMP1,TE-EMB-CHD-CENT,TE-EMB-CHD-CUCHARA,TE-EMB-CIL-CHPP1,TE-EMB-CNT-TB1,TE-EMB-PIL-PILA,TE-EMB-TTL-TUBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-EMB-CCM-CCMP1 escrito en btz_description_05 (element_id=370890) | hijo Project TE-EMB-LGC-PESCANTES ya existía en btz_description_03 | hijo Project TE-EMB-CHD-CENT escrito en btz_description_06 (element_id=370890) | hijo Project TE-EMB-CHD-CUCHARA escrito en btz_description_07 (element_id=370890) | hijo Project TE-EMB-CIL-CHPP1 escrito en btz_description_08 (element_id=370890) | hijo Project TE-EMB-CNT-TB1 escrito en btz_description_09 (element_id=370890) | hijo Project TE-EMB-PIL-PILA escrito en btz_description_10 (element_id=370890) | hijo Project TE-EMB-TTL-TUBO escrito en btz_description_11 (element_id=370890),NO
372532,c0e94eee-2efb-4074-b595-adbb9aa5b956-0005af34,TE-EMB-PSC-P2,TE,TE-EMB-LGC-SECTOR EMBARQUE,TE-EMB-LGC-PESCANTES,TE-EMB-PSC-P2,TE-EMB-CCM-CCMP1INF,TE-EMB-CIL-CHPP2,TE-EMB-CNT-TB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-EMB-CCM-CCMP1INF escrito en btz_description_05 (element_id=372532) | hijo Project TE-EMB-CIL-CHPP2 escrito en btz_description_06 (element_id=372532) | hijo Project TE-EMB-CNT-TB2 escrito en btz_description_07 (element_id=372532),NO
372571,c0e94eee-2efb-4074-b595-adbb9aa5b956-0005af5b,TE-EMB-PSC-P3,TE,TE-EMB-LGC-SECTOR EMBARQUE,TE-EMB-LGC-PESCANTES,TE-EMB-PSC-P3,TE-EMB-CCM-CCMP2,TE-EMB-CIL-CHPP3,TE-EMB-CNT-TB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-EMB-CCM-CCMP2 escrito en btz_description_05 (element_id=372571) | hijo Project TE-EMB-CIL-CHPP3 escrito en btz_description_06 (element_id=372571) | hijo Project TE-EMB-CNT-TB3 escrito en btz_description_07 (element_id=372571),NO
285419,121e7c49-6f80-4698-91bd-c7c5a38e25dd-00045aeb,TE-SCD-FLT-FMAMAP,TE,TE-SCD-LGC-SECTOR SECADORA,TE-SCD-FLT-FMAMAP,,redler secadora,centiladores aire caliente,elevador 7,elevador 8,TE-SEC-SECSEKW(SECADORA),TE-RFN-FLT-FARG,TE-RFN-FLT-FARS,TE-SCD-LGC-SECTOR,TE-SCD-VLV-VRFMAMAP,TE-SCD-VNT-VLFMAMAP,TE-SEC-QMD-QM01,TE-SEC-QMD-QM04,TE-SCD-LGC-VENTIL,TE-SEC-VNT-VE03,TE-SEC-SEC-SEKW,TE-SEC-BRZ-BDEP1,TE-SEC-DPR-DEPU2,TE-SEC-DST-DESTERRADOR,TE-SEC-VLV-VALV,TE-SEC-VLV-V8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_directo confirmado desde Project/Revit | hijo Project TE-RFN-FLT-FARG escrito en btz_description_10 (element_id=285419) | hijo Project TE-RFN-FLT-FARS escrito en btz_description_11 (element_id=285419) | hijo Project TE-SCD-LGC-SECTOR escrito en btz_description_12 (element_id=285419) | hijo Project TE-SCD-VLV-VRFMAMAP escrito en btz_description_13 (element_id=285419) | hijo Project TE-SCD-VNT-VLFMAMAP escrito en btz_description_14 (element_id=285419) | hijo Project TE-SEC-QMD-QM01 escrito en btz_description_15 (element_id=285419) | hijo Project TE-SEC-QMD-QM04 escrito en btz_description_16 (element_id=285419) | hijo Project TE-SCD-LGC-VENTIL escrito en btz_description_17 (element_id=285419) | hijo Project TE-SEC-VNT-VE03 escrito en btz_description_18 (element_id=285419) | hijo Project TE-SEC-SEC-SEKW escrito en btz_description_19 (element_id=285419) | hijo Project TE-SEC-BRZ-BDEP1 escrito en btz_description_20 (element_id=285419) | hijo Project TE-SEC-DPR-DEPU2 escrito en btz_description_21 (element_id=285419) | hijo Project TE-SEC-DST-DESTERRADOR escrito en btz_description_22 (element_id=285419) | hijo Project TE-SEC-VLV-VALV escrito en btz_description_23 (element_id=285419) | hijo Project TE-SEC-VLV-V8 escrito en btz_description_24 (element_id=285419),NO
