element_id,unique_id,estado_aplicacion,mensaje,btz_numero_activo,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,btz_description_31,btz_description_32,btz_description_33,btz_description_34,btz_description_35,btz_description_36,btz_description_37,btz_description_38,btz_description_39,btz_description_40,btz_description_41,btz_description_42,btz_description_43,btz_description_44,btz_description_45,btz_description_46,btz_description_47,btz_description_48,btz_description_49,btz_description_50,btz_description_51,btz_description_52,btz_description_53,btz_description_54,btz_description_55,btz_description_56,btz_description_57,btz_description_58,btz_description_59,btz_description_60,btz_description_61,btz_description_62,btz_description_63,btz_description_64,btz_description_65,btz_description_66,btz_description_67,btz_description_68,btz_description_69,btz_description_70,btz_description_71,btz_description_72,btz_description_73,btz_description_74,btz_description_75,btz_description_76,btz_description_77,btz_description_78,btz_description_79,btz_description_80
314581,dc2f52e8-69c4-45c8-a7dd-658a902d58d3-0004ccd5,aplicado,OK,,TE,TE-ALM-LGC-ALMACENAJE (SILOS),TE-ALM-SLO-SILO 7,,TE-ALM-RSC-RFMSV,TE-ALM-NOR-EL5,TE-ALM-SRN-SIRSS5,TE-ALM-VNT-A35,TE-ALM-VNT-A75,TE-ALM-VLV-P59,TE-ALM-VNT-A26,TE-ALM-VNT-A66,TE-ALM-VLV-P66,TE-ALM-VNT-A17,TE-ALM-VNT-A57,TE-ALM-VLV-P77,TE-ALM-CCM-CCMBS4,TE-ALM-VLV-P55,TE-EMB-CNT-CSS4S,TE-ALM-VLV-Q56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314647,dc2f52e8-69c4-45c8-a7dd-658a902d58d3-0004cd17,aplicado,OK,,TE,TE-ALM-LGC-ALMACENAJE (SILOS),TE-ALM-SLO-SILO 5,,TE-ALM-VLV-VDFMSV,TE-ALM-MLC-MALRESSIL,TE-ALM-SIS-AIREACION,TE-ALM-VNT-A45,TE-ALM-VNT-A85,TE-TNL-CNT-CBS5,TE-ALM-VNT-A36,TE-ALM-VNT-A76,TE-ALM-VLV-P67,TE-ALM-VNT-A27,TE-ALM-VNT-A67,TE-ALM-VLV-P78,TE-ALM-CNT-CSS4,TE-ALM-VLV-P56,TE-ALM-VLV-Q53,TE-TNL-CNT-CBS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386142,905be7f4-0c46-42ea-a443-0fdea469e6f3-0005e45e,aplicado,OK,,TE,TE-ALM-LGC-ALMACENAJE (CELDAS),TE-ALM-CLD-CELDA 4,,TE-ALM-VLV-VRFMSV,TE-ALM-VLV-VR2TN2FMAPELL,TE-ALM-CRR-CTCSC1,TE-ALM-VLV-V104,TE-ALM-VLV-V109,TE-ALM-VLV-V114,TE-ALM-VLV-V119,TE-ALM-VLV-V124,TE-ALM-BMB-BDN2,TE-ALM-VLV-V201,TE-ALM-VLV-V206,TE-ALM-VLV-V211,TE-ALM-VLV-V216,TE-ALM-ASP-ASPERSOR,TE-ALM-CRR-CTCSC3,TE-ALM-VLV-V303,TE-ALM-VLV-V308,TE-ALM-VLV-V313,TE-ALM-VLV-V318,TE-ALM-VLV-V323,TE-ALM-VLV-V328,TE-ALM-VNT-VECSC3-03,TE-ALM-VNT-VECSC3-08,TE-ALM-CNT-C11,TE-ALM-VLV-VG18,TE-ALM-CRR-CTC8,TE-ALM-BRL-BRFMC4,TE-ALM-VLV-VC401,TE-ALM-VLV-VC406,TE-ALM-VLV-VC411,TE-ALM-VLV-VC416,TE-ALM-VLV-VC421,TE-ALM-VLV-VC426,TE-ALM-VLV-VC431,TE-ALM-VLV-VC436,TE-ALM-VLV-VC441,TE-ALM-VLV-VC446,TE-ALM-VLV-VC451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247155,6d934a82-96dc-4146-9e66-1ddfb42e3787-0003c573,aplicado,OK,,TE,TE-DDV-LGC-DESC. VAGONES,,,TE-DDV-LGC-DESC,TE-DDV-BRL-BFMDDV,TE-DDV-NOR-EDDVAG,TE-DDV-VLV-VAGONES/RETORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247308,6d934a82-96dc-4146-9e66-1ddfb42e3787-0003c60c,aplicado,OK,,TE,TE-DDV-LGC-DESC. VAGONES,,,TE-DDV-ASP-ASPER,TE-DDV-RSC-RFMDDV,TE-DDV-VLV-CLAP/VAGONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247346,6d934a82-96dc-4146-9e66-1ddfb42e3787-0003c632,aplicado,OK,,TE,TE-DDV-LGC-DESC. VAGONES,,,TE-DDV-CCM-DESCVAGONES,TE-DDV-VLV-VRFMDDV,TE-DDV-VLV-VAGONES/CAMIONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247373,6d934a82-96dc-4146-9e66-1ddfb42e3787-0003c64d,aplicado,OK,,TE,TE-DDV-LGC-DESC. VAGONES,,,TE-DDV-FLT-FMDDV,TE-DDV-VNT-VFMDDV,TE-DDV-VLV-VAGONES/CR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238339,25d0f85d-57da-4cae-8ca2-9b682363407e-0003a303,aplicado,OK,,TE,TE-EMB-LGC-SECTOR EMBARQUE,TE-EMB-LGC-ATRAQUE/AMARRE,,TE-EMB-LGC-SECTOR,TE-EMB-MLL-MAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238578,25d0f85d-57da-4cae-8ca2-9b682363407e-0003a3f2,aplicado,OK,,TE,TE-EMB-LGC-SECTOR EMBARQUE,TE-EMB-LGC-ATRAQUE/AMARRE,,TE-EMB-CHD-CHSERV,TE-EMB-TRR-TAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238598,25d0f85d-57da-4cae-8ca2-9b682363407e-0003a406,aplicado,OK,,TE,TE-EMB-LGC-SECTOR EMBARQUE,TE-EMB-LGC-ATRAQUE/AMARRE,,TE-EMB-CUCH-CUCH,TE-EMB-TRR-TAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238634,25d0f85d-57da-4cae-8ca2-9b682363407e-0003a42a,aplicado,OK,,,TE-EMB-LGC-SECTOR EMBARQUE,,,TE-EMB-CÑO-CAÑONASPERSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239666,25d0f85d-57da-4cae-8ca2-9b682363407e-0003a832,aplicado,OK,,TE,TE-EMB-LGC-SECTOR EMBARQUE,TE-EMB-LGC-CINTAS EMBARQUE,,TE-EMB-GLR-ACCESO,TE-EMB-LGC-CINTAS,TE-EMB-ASP-ACE1,TE-EMB-VLV-VDP1/2,TE-EMB-ASP-ACE2,TE-EMB-VLV-VDP3/4,TE-EMB-ASP-ACE3,TE-EMB-ASP-ACE4,TE-EMB-VLV-VDP5/6,TE-EMB-ASP-ACE5,TE-EMB-VLV-VDP7/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350532,166708fd-8f1f-4231-bc3b-68b8d7570667-00055944,aplicado,OK,,,TE-EMB-LGC-SECTOR EMBARQUE,,,TE-EMB-ESC-ESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373139,c0e94eee-2efb-4074-b595-adbb9aa5b956-0005b193,aplicado,OK,,TE,TE-EMB-LGC-SECTOR EMBARQUE,TE-EMB-LGC-CINTAS EMBARQUE,,TE-EMB-CCM-CCMP3,TE-EMB-CNT-CE1,TE-EMB-VLV-RNCE1,TE-EMB-CNT-CE2,TE-EMB-VLV-RNCE2,TE-EMB-CNT-CE3,TE-EMB-CNT-CE4,TE-EMB-VLV-RNCE4,TE-EMB-CNT-CE5,TE-EMB-VLV-RNCE5,TE-EMB-GLR-GCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153025,e873c32e-5e0c-4f36-b2a7-48d4917bce06-000255c1,aplicado,OK,,TE,TE-EXP-LGC-EXPEDICION,TE-EXP-LGC-SECTOR ACCESO OSL,,TE-DDV-BLN-BALANZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153117,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002561d,aplicado,OK,,TE,TE-EXP-LGC-EXPEDICION,TE-EXP-LGC-SECTOR ACCESO OSL,,TE-EXP-LGC-SECTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153162,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002564a,aplicado,OK,,TE,TE-EXP-LGC-EXPEDICION,TE-EXP-LGC-SECTOR ACCESO OSL,,TE-EXP-BRR-BARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200296,25d0f85d-57da-4cae-8ca2-9b682363407e-00030e68,aplicado,OK,,TE,TE-EXP-LGC-EXPEDICION,TE-EXP-LGC-SECTOR ACCESO OSL,,TE-EXP-CBN-CAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246541,6d934a82-96dc-4146-9e66-1ddfb42e3787-0003c30d,aplicado,OK,,TE,TE-EXP-LGC-EXPEDICION,TE-EXP-LGC-SECTOR BALANZA PTO,,TE-EXP-CMR-CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248505,6d934a82-96dc-4146-9e66-1ddfb42e3787-0003cab9,aplicado,OK,,TE,TE-EXP-LGC-EXPEDICION,TE-EXP-LGC-SECTOR BALANZA PTO,,TE-PLY-BLN-OSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249234,6d934a82-96dc-4146-9e66-1ddfb42e3787-0003cd92,aplicado,OK,,TE,TE-EXP-LGC-EXPEDICION,TE-EXP-LGC-SECTOR BALANZA PTO,,TE-PLY-BLN-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249243,6d934a82-96dc-4146-9e66-1ddfb42e3787-0003cd9b,aplicado,OK,,TE,TE-EXP-LGC-EXPEDICION,TE-EXP-LGC-SECTOR BALANZA PTO,,TE-PLY-BLN-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238674,25d0f85d-57da-4cae-8ca2-9b682363407e-0003a452,aplicado,OK,,TE,TE-TDM-LGC-TORRE DE MANIPULEO,,,TE-TDM-LGC-TORRE,TE-TDM-BMB-BR2,TE-TDM-RSC-RFMTDM,TE-TDM-VLV-VBPB1,TE-TDM-LGC-CCM,TE-TDM-AIR-AIRTM2-2,TE-TDM-VLV-P61,TE-TDM-AIR-AIRTABLERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346372,166708fd-8f1f-4231-bc3b-68b8d7570667-00054904,aplicado,OK,,TE,TE-TDM-LGC-TORRE DE MANIPULEO,TE-TE6-LGC-TORRE EL9,,TE-TDM-ASC-ASCENSOR,TE-TDM-BMB-BRPF,TE-TDM-VLV-VRBSFMTDM-2,TE-EMB-VLV-VPBE2,TE-TDM-CCM-CCMP0,TE-TDM-INCENDIO,TE-TDM-VLV-P62,TE-TDM-CMP-AC,TE-TE6-LGC-TORRE,TE-TE6-BRZ-BRFMEL9,TE-TE6-VLV-VR2TN1,TE-TE6-VLV-VR3CYC,TE-TE6-VNT-VLFMEL9,TE-TE6-MLC-MALC,TE-TE6-VLV-VG12,TE-TE6-VLV-VG22,TE-TE6-VLV-VG24,TE-TE6-VLV-VG26,TE-TE6-VLV-VG29,TE-TE6-MND-MLEL9,TE-TE6-VLV-VG14,TE-TE6-VLV-VG16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373369,1dd9711a-59af-4c3f-8b41-17903a787e86-0005b279,aplicado,OK,,TE,TE-TDM-LGC-TORRE DE MANIPULEO,TE-TE6-LGC-TORRE EL6,,TE-TDM-BMB-BATM1,TE-TDM-PUL-AIRE3,TE-TDM-VNT-VFMTDM,TE-TDM-VLV-VBPB2,TE-TDM-CMP-TM,TE-TDM-LGC-SIRENAS,TE-TDM-VLV-P72,TE-TE6-FLT-FMEL9,TE-TE6-RSC-RFMEL9,TE-TE6-FLT-CFINOS,TE-TE6-VLV-VRFMEL9,TE-TE6-VNT-VPFMEL9,TE-TE6-NOR-EL6,TE-TE6-VLV-VG21,TE-TE6-VLV-VG23,TE-TE6-VLV-VG25,TE-TE6-VLV-VG28,TE-TE6-NOR-EL9,TE-TE6-VLV-VG13,TE-TE6-VLV-VG15,TE-TE6-VLV-VG27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
